subject,start_sec,end_sec,window_sec,step_sec,bvp_mean,bvp_std,bvp_min,bvp_max,bvp_range,original_label,label,label_purity
S10,810,870,60,30,-0.1357343750000006,70.18866985320905,-315.91,325.08,640.99,1,0,1.0
S10,840,900,60,30,0.1620546874999997,70.12026983246155,-319.3,284.7,604.0,1,0,1.0
S10,870,930,60,30,0.06933593749999985,52.466214541693994,-319.3,236.58,555.88,1,0,1.0
S10,900,960,60,30,-0.21413020833333327,40.465070832418284,-321.73,259.9,581.63,1,0,1.0
S10,930,990,60,30,0.07228124999999998,41.71354348727339,-321.73,259.9,581.63,1,0,1.0
S10,960,1020,60,30,0.15642708333333344,24.243680121384553,-179.76,206.1,385.86,1,0,1.0
S10,990,1050,60,30,0.16229427083333342,37.18669507142682,-312.82,206.1,518.92,1,0,1.0
S10,1020,1080,60,30,-0.08305468750000003,31.847234574101442,-312.82,179.3,492.12,1,0,1.0
S10,1050,1110,60,30,-0.1870260416666666,8.909058057869446,-24.87,18.7,43.57,1,0,1.0
S10,1080,1140,60,30,-0.12064583333333326,31.236010786323465,-200.22,215.29,415.51,1,0,1.0
S10,1110,1170,60,30,-0.06711458333333316,44.04007168261409,-336.5,215.29,551.79,1,0,1.0
S10,1140,1200,60,30,0.09910156250000018,57.283512541241755,-336.5,250.32,586.8199999999999,1,0,1.0
S10,1170,1230,60,30,-0.038151041666666566,54.60615343852913,-305.55,262.32,567.87,1,0,1.0
S10,1200,1260,60,30,0.013119791666666724,35.95496902023511,-207.43,262.32,469.75,1,0,1.0
S10,1230,1290,60,30,0.11130208333333333,47.28972035575398,-363.24,319.6,682.84,1,0,0.7142857142857143
S10,1590,1650,60,30,0.28437500000000004,17.687248033393768,-45.65,92.77,138.42,3,0,0.9023809523809524
S10,1620,1680,60,30,0.015140625000000055,15.978403694225568,-39.72,24.84,64.56,3,0,1.0
S10,1650,1710,60,30,0.059135416666666676,15.799177054728588,-39.48,28.86,68.34,3,0,1.0
S10,1680,1740,60,30,0.016729166666666698,15.574881401019269,-38.86,31.37,70.23,3,0,1.0
S10,1710,1770,60,30,-0.06950260416666665,16.323576401924683,-40.83,31.37,72.2,3,0,1.0
S10,1740,1800,60,30,-0.012828125000000027,20.788419144883903,-131.69,90.46,222.14999999999998,3,0,1.0
S10,1770,1830,60,30,0.02755989583333333,20.95272987904997,-131.69,90.46,222.14999999999998,3,0,1.0
S10,1800,1860,60,30,0.0022265624999999807,17.346180466812026,-41.37,37.68,79.05,3,0,1.0
S10,1830,1890,60,30,0.00795572916666664,20.17515549333714,-100.25,95.93,196.18,3,0,1.0
S10,1860,1920,60,30,-0.07221093749999999,20.65064500183865,-100.25,95.93,196.18,3,0,1.0
S10,1890,1950,60,30,-0.00013541666666680996,39.351669262989915,-389.53,293.06,682.5899999999999,3,0,1.0
S10,1920,1980,60,30,0.020356770833333204,38.6259686172076,-389.53,293.06,682.5899999999999,3,0,0.7976190476190477
S10,3180,3240,60,30,-0.39149739583333343,85.40600319132831,-522.14,469.3,991.44,2,1,0.7857380952380952
S10,3210,3270,60,30,0.19290885416666678,54.22812568890129,-279.7,283.91,563.61,2,1,1.0
S10,3240,3300,60,30,0.21177343750000027,51.65669287071419,-279.7,283.85,563.55,2,1,1.0
S10,3270,3330,60,30,-0.3289713541666663,56.01179175665465,-363.09,283.11,646.2,2,1,1.0
S10,3300,3360,60,30,0.2055000000000002,75.03210855756187,-363.09,289.16,652.25,2,1,1.0
S10,3330,3390,60,30,0.24679687499999994,70.7520442832631,-279.49,292.37,571.86,2,1,1.0
S10,3360,3420,60,30,-0.0028802083333333782,47.19040248177483,-239.77,292.37,532.14,2,1,1.0
S10,3390,3450,60,30,-0.07673958333333347,42.53378992532114,-215.27,209.2,424.47,2,1,1.0
S10,3420,3480,60,30,-0.03344270833333323,57.299730079733,-264.1,705.55,969.65,2,1,1.0
S10,3450,3510,60,30,0.10944270833333357,47.607185375496904,-264.1,705.55,969.65,2,1,1.0
S10,3480,3540,60,30,0.48993489583333333,47.71149112461592,-439.06,408.67,847.73,2,1,1.0
S10,3510,3570,60,30,0.02263541666666651,49.25719616665582,-439.06,408.67,847.73,2,1,1.0
S10,3540,3600,60,30,-0.5558619791666666,61.21781151302692,-440.19,349.18,789.37,2,1,1.0
S10,3570,3630,60,30,0.05028645833333372,78.16328549049062,-440.19,598.47,1038.66,2,1,1.0
S10,3600,3660,60,30,-0.08777343749999983,53.550479656812705,-376.22,598.47,974.69,2,1,1.0
S10,3630,3690,60,30,0.03748958333333331,21.04800734951668,-96.21,73.8,170.01,2,1,1.0
S10,3660,3720,60,30,0.233515625,17.81829069134338,-95.81,70.22,166.03,2,1,1.0
S10,3690,3750,60,30,-0.19106510416666653,51.30039333970317,-312.81,408.07,720.88,2,1,1.0
S10,3720,3780,60,30,-0.15249218749999988,54.41051272466449,-312.81,408.07,720.88,2,1,1.0
S10,3750,3810,60,30,0.11363541666666663,31.06196534185062,-136.98,169.51,306.49,2,1,1.0
S10,3780,3840,60,30,0.0065572916666666835,30.94882037789447,-232.21,169.51,401.72,2,1,1.0
S10,3810,3870,60,30,-0.06279947916666681,37.128558826357526,-232.21,204.43,436.64,2,1,1.0
S10,3840,3900,60,30,-0.193721354166667,48.1721175699965,-350.3,287.53,637.8299999999999,2,1,1.0
S10,3870,3930,60,30,-0.1098489583333335,44.236336792163144,-350.3,287.53,637.8299999999999,2,1,0.7975952380952381
S11,90,150,60,30,0.1876328124999996,47.59927301063762,-248.08,276.26,524.34,1,0,1.0
S11,120,180,60,30,-0.3112838541666669,39.421099334655295,-214.87,276.26,491.13,1,0,1.0
S11,150,210,60,30,-0.05474479166666673,33.09274356334711,-159.49,137.85,297.34000000000003,1,0,1.0
S11,180,240,60,30,0.01298177083333331,36.53756030528267,-95.04,57.1,152.14000000000001,1,0,1.0
S11,210,270,60,30,0.20330468749999994,40.687665840559085,-157.05,118.2,275.25,1,0,1.0
S11,240,300,60,30,0.19247395833333322,42.19906380804394,-157.05,118.2,275.25,1,0,1.0
S11,270,330,60,30,0.043544270833333315,42.74042870212311,-145.07,223.72,368.78999999999996,1,0,1.0
S11,300,360,60,30,-0.0819713541666663,42.5839142849422,-145.07,223.72,368.78999999999996,1,0,1.0
S11,330,390,60,30,-0.15568489583333278,39.959264466684296,-270.7,145.73,416.42999999999995,1,0,1.0
S11,360,420,60,30,0.09768229166666678,37.44686040457168,-270.7,116.57,387.27,1,0,1.0
S11,390,450,60,30,-0.001843750000000203,37.708456827190446,-109.89,143.2,253.08999999999997,1,0,1.0
S11,420,480,60,30,-0.048333333333333575,54.635075380249596,-523.08,303.81,826.8900000000001,1,0,1.0
S11,450,510,60,30,-0.1179947916666664,83.0289746447737,-523.08,436.48,959.5600000000001,1,0,1.0
S11,480,540,60,30,-0.14075781249999944,84.91386254104368,-334.69,436.48,771.1700000000001,1,0,1.0
S11,510,570,60,30,0.09065364583333349,60.25358837572142,-264.07,328.81,592.88,1,0,1.0
S11,540,600,60,30,-0.0524427083333333,43.99345024903623,-245.93,303.04,548.97,1,0,1.0
S11,570,630,60,30,0.15848958333333343,41.14394771599028,-217.39,173.31,390.7,1,0,1.0
S11,600,660,60,30,0.23953906250000012,39.76460526388694,-150.1,85.16,235.26,1,0,1.0
S11,630,690,60,30,-0.1935390624999998,42.112669318585056,-154.21,134.16,288.37,1,0,1.0
S11,660,720,60,30,0.038588541666667066,53.62600206850717,-239.31,221.77,461.08000000000004,1,0,1.0
S11,690,750,60,30,0.1267005208333335,77.6231036021969,-438.46,630.13,1068.59,1,0,1.0
S11,720,780,60,30,-0.02450520833333346,71.3482793336305,-438.46,630.13,1068.59,1,0,1.0
S11,750,810,60,30,0.030666666666666488,61.33000815069152,-221.86,349.05,570.9100000000001,1,0,1.0
S11,780,840,60,30,0.0314999999999996,77.73334342809665,-289.41,349.05,638.46,1,0,1.0
S11,810,870,60,30,-0.07584635416666738,91.07266639608186,-371.59,381.32,752.91,1,0,1.0
S11,840,900,60,30,0.017278645833332718,95.33883137927644,-411.51,381.32,792.8299999999999,1,0,1.0
S11,870,930,60,30,-0.055242187500000206,74.48420866542291,-411.51,318.39,729.9,1,0,1.0
S11,900,960,60,30,-0.46546614583333346,56.70179599908887,-254.59,252.78,507.37,1,0,1.0
S11,930,990,60,30,0.02921093749999996,48.56121165255083,-248.23,252.78,501.01,1,0,1.0
S11,960,1020,60,30,0.29727864583333335,40.54179548003854,-204.45,192.84,397.28999999999996,1,0,1.0
S11,990,1050,60,30,1.1418723958333332,50.54617027467899,-337.42,192.84,530.26,1,0,1.0
S11,1020,1080,60,30,-0.013138020833333286,51.22736410603012,-337.42,218.44,555.86,1,0,1.0
S11,1050,1110,60,30,-1.3199348958333335,38.879212986758354,-244.09,218.44,462.53,1,0,1.0
S11,1080,1140,60,30,0.04600520833333318,32.37379415595361,-223.56,132.22,355.78,1,0,1.0
S11,1110,1170,60,30,0.0922656250000001,37.692062895039456,-107.9,72.65,180.55,1,0,1.0
S11,1140,1200,60,30,-0.05115364583333335,42.43598481091521,-214.62,112.02,326.64,1,0,1.0
S11,1170,1230,60,30,-0.09391406250000016,66.16140791826449,-399.02,330.17,729.19,1,0,1.0
S11,1200,1260,60,30,0.24696354166666665,87.41642080944568,-399.02,330.17,729.19,1,0,1.0
S11,1890,1950,60,30,-0.2244739583333333,47.86393422955967,-351.29,216.08,567.37,2,1,0.7062619047619048
S11,1920,1980,60,30,-0.022041666666666515,41.39035862847889,-351.29,177.61,528.9000000000001,2,1,1.0
S11,1950,2010,60,30,0.19371614583333344,31.796503500575895,-108.15,177.61,285.76,2,1,1.0
S11,1980,2040,60,30,0.08402083333333316,34.4609482199535,-191.86,149.87,341.73,2,1,1.0
S11,2010,2070,60,30,0.11177083333333301,41.97388109102273,-287.04,152.71,439.75,2,1,1.0
S11,2040,2100,60,30,-0.2148307291666668,36.77919229549295,-287.04,152.71,439.75,2,1,1.0
S11,2070,2130,60,30,0.03308072916666672,27.75214604152532,-114.58,104.38,218.95999999999998,2,1,1.0
S11,2100,2160,60,30,-0.0757317708333334,35.24998010395318,-272.35,248.26,520.61,2,1,1.0
S11,2130,2190,60,30,-0.13059114583333342,33.04471435906841,-272.35,248.26,520.61,2,1,1.0
S11,2160,2220,60,30,-0.020351562500000142,23.70808374809344,-110.97,124.83,235.8,2,1,1.0
S11,2190,2250,60,30,-0.018132812500000116,19.93061377624848,-110.97,84.57,195.54,2,1,1.0
S11,2220,2280,60,30,0.13102604166666662,9.817327134828425,-94.79,64.63,159.42000000000002,2,1,1.0
S11,2250,2310,60,30,0.003265624999999998,26.460338936365876,-284.04,130.04,414.08000000000004,2,1,1.0
S11,2280,2340,60,30,-0.03392187499999998,27.700472029562295,-284.04,130.04,414.08000000000004,2,1,1.0
S11,2310,2370,60,30,0.013731770833333353,11.6202404103219,-83.36,86.03,169.39,2,1,1.0
S11,2340,2400,60,30,0.002638020833333314,8.131397128710688,-53.64,35.97,89.61,2,1,1.0
S11,2370,2430,60,30,-0.018145833333333347,9.83488243975151,-55.41,55.39,110.8,2,1,1.0
S11,2400,2460,60,30,-0.030830729166666664,10.000247718936635,-55.41,55.39,110.8,2,1,1.0
S11,2430,2490,60,30,-0.03163541666666663,5.974804990053008,-38.38,18.95,57.33,2,1,1.0
S11,2460,2520,60,30,0.009002604166666702,6.598182907215937,-35.74,32.16,67.9,2,1,1.0
S11,2490,2550,60,30,0.055119791666666675,5.8942392900667535,-35.74,32.16,67.9,2,1,1.0
S11,2520,2580,60,30,0.022645833333333365,4.366435018456052,-13.92,13.33,27.25,2,1,1.0
S11,4110,4170,60,30,-0.030080729166666643,15.136395052183808,-54.22,45.14,99.36,3,0,1.0
S11,4140,4200,60,30,0.1153880208333333,16.72227687583063,-54.22,45.14,99.36,3,0,1.0
S11,4170,4230,60,30,0.049776041666666646,14.53857958702211,-50.08,30.97,81.05,3,0,1.0
S11,4200,4260,60,30,-0.05005729166666665,12.265340190827065,-46.42,23.25,69.67,3,0,1.0
S11,4230,4290,60,30,0.009648437499999914,24.49170898735316,-209.12,174.36,383.48,3,0,1.0
S11,4260,4320,60,30,-0.004197916666666824,27.892533242047875,-209.12,174.36,383.48,3,0,1.0
S11,4290,4350,60,30,-0.17623437500000008,28.330275409504964,-309.63,293.95,603.5799999999999,3,0,1.0
S11,4320,4380,60,30,-0.00811458333333334,33.618486675355236,-309.63,293.95,603.5799999999999,3,0,1.0
S11,4350,4410,60,30,0.20949218750000015,41.69021348524437,-517.92,207.69,725.6099999999999,3,0,1.0
S11,4380,4440,60,30,0.3386041666666671,37.63442923277367,-517.92,207.69,725.6099999999999,3,0,1.0
S11,4410,4470,60,30,0.03567447916666685,27.833508302779784,-263.15,142.37,405.52,3,0,1.0
S13,90,150,60,30,0.941447916666667,117.80458413210818,-756.5,526.02,1282.52,1,0,1.0
S13,120,180,60,30,-0.3210468750000002,93.89657336387185,-392.71,536.76,929.47,1,0,1.0
S13,150,210,60,30,-0.7032500000000004,83.38932697593859,-392.71,536.76,929.47,1,0,1.0
S13,180,240,60,30,0.47923958333333344,48.36620785136836,-324.32,190.61,514.9300000000001,1,0,1.0
S13,210,270,60,30,-0.23811979166666658,72.41909518527831,-550.07,305.19,855.26,1,0,1.0
S13,240,300,60,30,0.1566927083333335,79.93781937224023,-550.07,305.19,855.26,1,0,1.0
S13,270,330,60,30,-0.14711979166666692,76.76398979675886,-640.72,286.49,927.21,1,0,1.0
S13,300,360,60,30,-0.6165182291666671,82.86484717056582,-640.72,331.4,972.12,1,0,1.0
S13,330,390,60,30,0.8938098958333325,97.12575961972526,-518.44,331.4,849.84,1,0,1.0
S13,360,420,60,30,0.5338515624999991,110.53918424747741,-594.42,532.26,1126.6799999999998,1,0,1.0
S13,390,450,60,30,-1.2298411458333334,111.65613901105023,-629.49,532.26,1161.75,1,0,1.0
S13,420,480,60,30,-0.27501822916666635,118.3814071633668,-976.29,431.5,1407.79,1,0,1.0
S13,450,510,60,30,0.6782005208333334,102.33854391398069,-976.29,431.5,1407.79,1,0,1.0
S13,480,540,60,30,-0.3712395833333339,74.5205400944158,-308.79,348.22,657.01,1,0,1.0
S13,510,570,60,30,0.040588541666666283,62.12336079131413,-308.79,348.22,657.01,1,0,1.0
S13,540,600,60,30,0.22915364583333328,29.726124338095154,-103.69,153.47,257.15999999999997,1,0,1.0
S13,570,630,60,30,-1.3017369791666666,30.434000603570205,-229.51,110.11,339.62,1,0,1.0
S13,600,660,60,30,0.13166145833333331,47.01510751986152,-229.51,263.68,493.19,1,0,1.0
S13,630,690,60,30,1.2841953124999994,60.55480897224413,-252.97,263.68,516.65,1,0,1.0
S13,660,720,60,30,1.371403645833333,62.67402408355996,-258.98,267.62,526.6,1,0,1.0
S13,690,750,60,30,0.28561458333333267,80.84820164774459,-477.71,267.62,745.3299999999999,1,0,1.0
S13,720,780,60,30,-1.1450208333333343,84.49543817321087,-477.71,367.27,844.98,1,0,1.0
S13,750,810,60,30,-0.12459895833333352,58.44955759247312,-340.65,367.27,707.92,1,0,1.0
S13,780,840,60,30,0.19503385416666638,74.52857913347808,-367.08,717.77,1084.85,1,0,1.0
S13,810,870,60,30,-0.32321354166666694,79.47159596513755,-367.08,717.77,1084.85,1,0,1.0
S13,840,900,60,30,-0.5125468749999998,49.77224039387747,-299.29,190.4,489.69000000000005,1,0,1.0
S13,870,930,60,30,0.3192786458333335,37.000055932889346,-112.63,69.27,181.89999999999998,1,0,1.0
S13,900,960,60,30,0.3193359374999999,72.90777622885741,-738.58,297.22,1035.8000000000002,1,0,1.0
S13,930,990,60,30,1.2705338541666662,117.00265955044122,-797.02,562.55,1359.57,1,0,1.0
S13,960,1020,60,30,-0.24860156250000004,125.33067235857177,-797.02,562.55,1359.57,1,0,1.0
S13,990,1050,60,30,-1.1997291666666665,86.80740870167458,-693.07,386.16,1079.23,1,0,1.0
S13,1020,1080,60,30,-0.012057291666666551,52.94038935874056,-374.21,575.93,950.1399999999999,1,0,1.0
S13,1050,1110,60,30,-0.24921614583333315,66.10403041115657,-374.21,575.93,950.1399999999999,1,0,1.0
S13,1080,1140,60,30,0.13074479166666672,68.90461569692643,-291.9,574.17,866.0699999999999,1,0,1.0
S13,1110,1170,60,30,0.09947395833333322,67.31582358039314,-522.93,230.58,753.51,1,0,1.0
S13,1140,1200,60,30,-0.2629218749999998,71.80896588021277,-522.93,371.61,894.54,1,0,1.0
S13,1170,1230,60,30,-0.13077343749999978,68.66631849932507,-451.38,371.61,822.99,1,0,1.0
S13,1200,1260,60,30,0.21644270833333368,77.8425059846526,-398.04,374.46,772.5,1,0,1.0
S13,1650,1710,60,30,0.933153645833333,54.885273291177356,-590.54,315.53,906.0699999999999,3,0,0.7682142857142857
S13,1680,1740,60,30,-0.04517447916666673,101.95172040384061,-783.79,559.04,1342.83,3,0,1.0
S13,1710,1770,60,30,-0.20648697916666656,103.9367371631023,-783.79,559.04,1342.83,3,0,1.0
S13,1740,1800,60,30,-0.10540625000000035,76.82154415321891,-686.21,483.51,1169.72,3,0,1.0
S13,1770,1830,60,30,0.31351302083333277,89.42447547125856,-686.21,483.51,1169.72,3,0,1.0
S13,1800,1860,60,30,-0.41281770833333326,66.67794257839397,-587.72,385.94,973.6600000000001,3,0,1.0
S13,1830,1890,60,30,-0.22516145833333318,78.94418671121241,-590.66,385.94,976.5999999999999,3,0,1.0
S13,1860,1920,60,30,0.14523958333333326,69.60065643881121,-590.66,256.01,846.67,3,0,1.0
S13,1890,1950,60,30,-1.3737942708333335,76.53439146577048,-812.17,498.47,1310.6399999999999,3,0,1.0
S13,1920,1980,60,30,-0.39811718749999986,86.22559454088429,-812.17,498.47,1310.6399999999999,3,0,1.0
S13,1950,2010,60,30,1.2445651041666674,78.4153442667794,-750.98,410.61,1161.5900000000001,3,0,1.0
S13,1980,2040,60,30,0.5748984375000006,105.99300157783658,-937.75,495.82,1433.57,3,0,1.0
S13,3270,3330,60,30,-1.1750624999999995,161.96464148784995,-706.84,555.9,1262.74,2,1,1.0
S13,3300,3360,60,30,2.0069114583333336,197.07394108713908,-727.81,740.3,1468.11,2,1,1.0
S13,3330,3390,60,30,1.858026041666666,200.70851302728622,-727.81,740.3,1468.11,2,1,1.0
S13,3360,3420,60,30,-2.4283437500000002,165.97018080462325,-617.55,462.91,1080.46,2,1,1.0
S13,3390,3450,60,30,-1.3634869791666673,141.96681309065517,-533.65,462.91,996.56,2,1,1.0
S13,3420,3480,60,30,1.9234765624999994,115.37521613704011,-417.93,482.95,900.88,2,1,1.0
S13,3450,3510,60,30,-1.4277630208333327,152.59112909781118,-726.74,721.52,1448.26,2,1,1.0
S13,3480,3540,60,30,-1.1228203124999991,141.37106337721738,-726.74,721.52,1448.26,2,1,1.0
S13,3510,3570,60,30,0.9958984375000004,128.24270138578672,-771.55,625.6,1397.15,2,1,1.0
S13,3540,3600,60,30,0.3067005208333333,125.20125011117061,-771.55,625.6,1397.15,2,1,1.0
S13,3570,3630,60,30,0.785643229166666,80.35771590890742,-497.14,339.51,836.65,2,1,1.0
S13,3600,3660,60,30,0.008731770833332911,97.26610274290132,-497.14,354.09,851.23,2,1,1.0
S13,3630,3690,60,30,-0.9574531249999996,101.49637212226936,-456.36,452.32,908.6800000000001,2,1,1.0
S13,3660,3720,60,30,-0.31541666666666635,86.95858504665294,-456.36,452.32,908.6800000000001,2,1,1.0
S13,3690,3750,60,30,0.010015625000000394,93.06735788557576,-474.89,336.63,811.52,2,1,1.0
S13,3720,3780,60,30,0.7028359375,109.0352378682392,-585.71,351.41,937.1200000000001,2,1,1.0
S13,3750,3810,60,30,0.5631067708333333,112.60914461950466,-585.71,485.96,1071.67,2,1,1.0
S13,3780,3840,60,30,-0.7088046875000005,99.68278807648508,-582.37,492.57,1074.94,2,1,1.0
S13,3810,3870,60,30,-1.3740729166666672,90.83111247939598,-753.89,492.57,1246.46,2,1,1.0
S13,3840,3900,60,30,0.8256848958333333,99.39571346548185,-753.89,410.75,1164.6399999999999,2,1,1.0
S13,3870,3930,60,30,0.5439817708333337,137.93396410890446,-745.34,544.99,1290.33,2,1,0.9151190476190476
S14,30,90,60,30,-0.2040494791666666,43.67570270772042,-210.57,170.49,381.06,1,0,1.0
S14,60,120,60,30,0.039994791666666814,34.806239669747285,-117.63,161.67,279.29999999999995,1,0,1.0
S14,90,150,60,30,0.11313802083333323,43.46235095389208,-240.0,254.02,494.02,1,0,1.0
S14,120,180,60,30,0.004749999999999825,47.01929771591572,-240.0,254.02,494.02,1,0,1.0
S14,150,210,60,30,-0.08401822916666654,45.600895777987475,-156.15,256.61,412.76,1,0,1.0
S14,180,240,60,30,-0.07523958333333321,42.29219810456198,-156.15,256.61,412.76,1,0,1.0
S14,210,270,60,30,0.19908854166666667,28.52219779915713,-149.98,88.55,238.52999999999997,1,0,1.0
S14,240,300,60,30,0.04971874999999999,24.86686554337214,-61.81,40.97,102.78,1,0,1.0
S14,270,330,60,30,-0.33447656249999996,27.137123196888364,-118.04,68.72,186.76,1,0,1.0
S14,300,360,60,30,0.29638281250000004,34.78549649375435,-170.72,114.44,285.15999999999997,1,0,1.0
S14,330,390,60,30,0.26933333333333337,34.733736253661064,-170.72,114.44,285.15999999999997,1,0,1.0
S14,360,420,60,30,-0.1636302083333333,28.79578734288381,-97.71,98.72,196.43,1,0,1.0
S14,390,450,60,30,-0.12903385416666674,29.9723634044921,-71.2,43.73,114.93,1,0,1.0
S14,420,480,60,30,0.057674479166666646,31.607282148680987,-71.22,42.08,113.3,1,0,1.0
S14,450,510,60,30,0.11346093749999998,33.460115729963285,-209.02,208.1,417.12,1,0,1.0
S14,480,540,60,30,-0.3530703125000001,30.76729973772977,-209.02,208.1,417.12,1,0,1.0
S14,510,570,60,30,-0.20889322916666667,31.454307803957473,-194.11,206.53,400.64,1,0,1.0
S14,540,600,60,30,0.029130208333333397,39.893098464230576,-194.11,206.53,400.64,1,0,1.0
S14,570,630,60,30,0.28518489583333334,35.97618876549896,-142.53,194.07,336.6,1,0,1.0
S14,600,660,60,30,0.2388098958333333,29.50527301770443,-124.2,129.8,254.0,1,0,1.0
S14,630,690,60,30,-0.16559895833333346,32.33558606395719,-129.38,129.8,259.18,1,0,1.0
S14,660,720,60,30,-0.3037239583333334,29.946392789116537,-129.38,100.83,230.20999999999998,1,0,1.0
S14,690,750,60,30,0.06782291666666662,29.677494208573126,-132.95,89.8,222.75,1,0,1.0
S14,720,780,60,30,0.25955208333333324,40.921016074508756,-283.33,193.77,477.1,1,0,1.0
S14,750,810,60,30,-0.4595781250000002,42.52093181144656,-283.33,193.77,477.1,1,0,1.0
S14,780,840,60,30,-0.04396614583333355,34.6317207079227,-135.75,148.53,284.28,1,0,1.0
S14,810,870,60,30,0.1923203125,35.352552842117234,-135.75,104.59,240.34,1,0,1.0
S14,840,900,60,30,-0.04356250000000005,40.213459821933505,-138.99,177.09,316.08000000000004,1,0,1.0
S14,870,930,60,30,0.1974374999999999,35.07126820766552,-138.99,177.09,316.08000000000004,1,0,1.0
S14,900,960,60,30,-0.7633151041666667,41.241894975516615,-490.66,189.62,680.28,1,0,1.0
S14,930,990,60,30,0.40548177083333325,54.27792485523754,-490.66,189.62,680.28,1,0,1.0
S14,960,1020,60,30,0.7107265624999999,43.20582502404699,-261.37,174.24,435.61,1,0,1.0
S14,990,1050,60,30,-0.2994322916666667,30.46239413349473,-83.74,60.95,144.69,1,0,1.0
S14,1020,1080,60,30,0.12637500000000002,36.74591323272959,-88.58,60.95,149.53,1,0,1.0
S14,1050,1110,60,30,0.31755989583333327,41.21497675690153,-199.29,184.68,383.97,1,0,1.0
S14,1080,1140,60,30,-0.13868489583333332,37.13613849412558,-199.29,184.68,383.97,1,0,1.0
S14,1110,1170,60,30,-0.46716666666666645,36.57446518880655,-155.26,222.83,378.09000000000003,1,0,1.0
S14,1140,1200,60,30,0.07203906250000006,36.57521120472648,-155.26,222.83,378.09000000000003,1,0,1.0
S14,1890,1950,60,30,-0.08977343749999976,52.719865215686276,-187.48,246.14,433.62,2,1,0.7634047619047619
S14,1920,1980,60,30,0.3838671875000002,37.14601277627344,-113.85,165.75,279.6,2,1,1.0
S14,1950,2010,60,30,-0.10593750000000005,43.28715673420363,-129.02,169.31,298.33000000000004,2,1,1.0
S14,1980,2040,60,30,-0.2474114583333333,51.371683463179586,-196.95,253.72,450.66999999999996,2,1,1.0
S14,2010,2070,60,30,-0.04738802083333334,50.21515052569483,-196.95,253.72,450.66999999999996,2,1,1.0
S14,2040,2100,60,30,0.10270833333333318,41.64826099383699,-162.58,211.2,373.78,2,1,1.0
S14,2070,2130,60,30,0.6220442708333332,36.90978353128294,-119.63,190.11,309.74,2,1,1.0
S14,2100,2160,60,30,-0.5290208333333334,39.93028790422314,-160.39,220.18,380.57,2,1,1.0
S14,2130,2190,60,30,-0.46974999999999995,41.31553112480826,-175.02,220.18,395.20000000000005,2,1,1.0
S14,2160,2220,60,30,0.2885364583333334,45.605196482895046,-175.02,201.93,376.95000000000005,2,1,1.0
S14,2190,2250,60,30,0.019106770833333484,50.27360814995959,-174.02,278.21,452.23,2,1,1.0
S14,2220,2280,60,30,0.11181250000000051,51.34185981250105,-191.14,278.21,469.34999999999997,2,1,1.0
