subject,start_sec,end_sec,window_sec,step_sec,emg_mean,emg_std,emg_min,emg_max,emg_range,emg_median,emg_iqr,emg_rms,emg_energy,emg_skew,emg_kurtosis,emg_abs_mean,emg_abs_std,emg_abs_median,emg_abs_max,emg_iemg,emg_mav,emg_log_detector,emg_variance,emg_waveform_length,emg_average_amplitude_change,emg_derivative_mean,emg_derivative_std,emg_derivative_max_abs,emg_zero_crossing_count,emg_zero_crossing_rate,emg_slope_sign_change_count,emg_slope_sign_change_rate,emg_willison_amplitude_count,emg_willison_amplitude_rate,emg_hjorth_activity,emg_hjorth_mobility,emg_hjorth_complexity,emg_total_power,emg_mean_frequency,emg_median_frequency,emg_bandpower_20_60,emg_bandpower_60_120,emg_bandpower_120_250,emg_relative_power_20_60,emg_relative_power_60_120,emg_relative_power_120_250,original_label,label,label_purity
S2,600,660,60,30,-1.2300098977665738e-06,0.008141911525271531,-0.047416453396206495,0.0401120621301812,0.0875285155263877,0.00013743819638235844,0.010313758509191681,0.008141911618181183,2.7842104415274966,-0.14097804024263022,0.91505238652001,0.006312673752455361,0.0051420691256861654,0.005157631677525743,0.047416453396206495,265.13229760312515,0.006312673752455361,0.004093837288101107,6.629072328534938e-05,228.21566620585875,0.005433835715275572,-1.2889935126220066e-08,0.006823319207527859,0.028963060546569153,12395,206.58333333333334,19603,326.71666666666664,40073,667.8833333333333,6.629072328534938e-05,0.8380488029560482,1.6025172749966685,6.528474900230867e-05,82.95734671344934,54.00390625,3.5473984116339205e-05,1.316445286689647e-05,1.655399484041757e-05,0.5433732174582572,0.20164667963157729,0.25356603331403127,1,0,1.0
S2,630,690,60,30,-2.685972434092043e-07,0.007983665806301223,-0.047416453396206495,0.039604091395405765,0.08702054479161225,0.00017281534590340964,0.010106293202538736,0.007983665810819478,2.677034630711609,-0.1189701283321405,0.9123732791241368,0.006188634943771268,0.005043780061777181,0.005060867535900354,0.047416453396206495,259.92266763839325,0.006188634943771268,0.00401210546991777,6.373891970670336e-05,225.02687949103557,0.005357910414320236,-3.142404477905916e-08,0.006727918022465751,0.032795937454385624,12466,207.76666666666668,19738,328.96666666666664,40048,667.4666666666667,6.373891970670336e-05,0.8427103771247093,1.605376609804942,6.171124573949466e-05,83.05618034514528,53.3203125,3.3929456867000814e-05,1.1763386490098843e-05,1.593591449059197e-05,0.5498099489067072,0.19061981895093033,0.2582335569413586,1,0,1.0
S2,660,720,60,30,3.337833813358422e-07,0.008054590716777367,-0.04153964155602673,0.04162030819352659,0.08315994974955332,0.0001858719970138391,0.010153054080609892,0.008054590723693382,2.724810132500714,-0.09783434080411994,0.9482064479429697,0.0062357703714649515,0.005098195720111904,0.005080893067360101,0.04162030819352659,261.902355601528,0.0062357703714649515,0.00403779799384429,6.487643161479613e-05,225.8695027818463,0.005377973351314229,1.3681229143803899e-08,0.006753801699776543,0.032795937454385624,12469,207.81666666666666,19663,327.71666666666664,39951,665.85,6.487643161479613e-05,0.8385033997703527,1.6134903810046364,6.408723319529409e-05,82.19220538345076,52.1240234375,3.5758696450438504e-05,1.1948476328844608e-05,1.6304638012462643e-05,0.5579691097206589,0.1864408203180471,0.2544131990029473,1,0,1.0
S2,690,750,60,30,-2.4165515952825456e-07,0.008033637676071006,-0.04153964155602673,0.04162030819352659,0.08315994974955332,0.00014546873824099654,0.010203489594221727,0.00803363767970555,2.7106520434889614,-0.11049981729195499,0.8958842963078211,0.006235971685367302,0.005064779512286993,0.0050984430001114415,0.04162030819352659,261.9108107854267,0.006235971685367302,0.004052092360251809,6.453933431038756e-05,224.42275767027377,0.005343526218964113,2.8192359995962423e-08,0.006693384806472526,0.02693073100690914,12427,207.11666666666667,19574,326.23333333333335,40036,667.2666666666667,6.453933431038756e-05,0.833169863561241,1.6169484500445692,6.3880848999271e-05,81.9141155702685,52.8076171875,3.5407589137607285e-05,1.2485527147837881e-05,1.5915424352606035e-05,0.554275494021868,0.19545023811409215,0.24914234237537547,1,0,1.0
S2,720,780,60,30,4.42471569238812e-07,0.008029870266330263,-0.0408577570876446,0.036683362302627885,0.07754111939027249,0.0001346747675034887,0.01036346056485975,0.008029870278521064,2.7081103009747896,-0.1376471139414446,0.7273339529375664,0.006274514995223906,0.005010915910747884,0.005187734235067939,0.0408577570876446,263.52962979940406,0.006274514995223906,0.004107419477011441,6.447881649409486e-05,223.27925609087077,0.005316299342624129,-1.8320446842540428e-08,0.006664487716751211,0.028306300474146333,12142,202.36666666666667,19187,319.78333333333336,39978,666.3,6.447881649409486e-05,0.8299620660991018,1.6052995906169516,6.357040631514057e-05,81.67619914788426,53.662109375,3.481223234999141e-05,1.2878047585444707e-05,1.5786252483301493e-05,0.547616955245104,0.20257928699721936,0.24832706597852403,1,0,1.0
S2,750,810,60,30,1.7213429552457196e-06,0.008492004097611175,-0.04357290881199037,0.04608863905900783,0.0896615478709982,0.00018338911105538695,0.010814791251983544,0.008492004272070674,3.028793735388396,-0.12990096212042093,0.8169914991625742,0.006603824980698876,0.005338879300111966,0.0054151091799261135,0.04608863905900783,277.3606491893528,0.006603824980698876,0.004290194644130987,7.211413359384499e-05,228.6151857183562,0.005443348311111126,-2.4200678887855584e-08,0.006851249588487375,0.032144567327361644,11844,197.4,18753,312.55,39839,663.9833333333333,7.211413359384499e-05,0.806788304590509,1.6195377466293666,7.012351168436284e-05,79.67450217391753,53.1494140625,3.884946393393628e-05,1.4832920763566114e-05,1.6324598808194668e-05,0.554014809024453,0.21152564107644045,0.23279779372251494,1,0,1.0
S2,780,840,60,30,-1.38873074276223e-06,0.009042003346783971,-0.05137953183504041,0.056741010674960374,0.10812054251000078,0.00019092573903802695,0.011464441772229527,0.009042003453429202,3.433828710976676,-0.0819382002934282,0.8989345067132923,0.007015806128958334,0.005704059152278865,0.005730243690270576,0.056741010674960374,294.66385741625004,0.007015806128958334,0.0045336827285786694,8.175782452325254e-05,235.05353174508326,0.005596645914071365,-3.330739533410008e-08,0.007040361246570769,0.032144567327361644,11442,190.7,18381,306.35,39832,663.8666666666667,8.175782452325254e-05,0.7786284716511259,1.6389637813163995,8.08328956728685e-05,76.23098283681733,51.7822265625,4.613778756534906e-05,1.782223372210948e-05,1.6736984852711936e-05,0.5707798437911853,0.2204824356934611,0.20705660379218224,1,0,1.0
S2,810,870,60,30,1.8878552233296026e-06,0.008715803347786983,-0.05137953183504041,0.056741010674960374,0.10812054251000078,0.00013716117545606397,0.011032984327464695,0.008715803552243025,3.190539725574269,-0.05691223008614022,0.8848963038339548,0.006770531039862917,0.0054886374447165745,0.005516473326934953,0.056741010674960374,284.3623036742425,0.006770531039862917,0.0043905735678975094,7.596522799729477e-05,229.0503044633577,0.005453708527902038,1.1368620007935721e-07,0.00683407689046681,0.03187228072461946,11591,193.18333333333334,18433,307.21666666666664,39886,664.7666666666667,7.596522799729477e-05,0.7841017767113849,1.6294601406014206,7.541163604411871e-05,77.33175822276652,52.63671875,4.233039967779522e-05,1.6849261918582045e-05,1.6128445742941925e-05,0.5613245103584585,0.22343053144642794,0.21387211031340259,1,0,1.0
S2,840,900,60,30,7.787300374503616e-07,0.008099862467480946,-0.04455312168637442,0.04037507440105921,0.08492819608743363,0.00011534622522916247,0.010204704058723344,0.008099862504914944,2.7555264491381344,-0.0891171536252172,0.8193741403753658,0.006285860655610147,0.005108397832665286,0.0051071918335383205,0.04455312168637442,264.00614753562616,0.006285860655610147,0.004065645952645479,6.560777199210652e-05,217.3607342067277,0.0051753787996554135,-2.9576646814068444e-09,0.006473206166457952,0.02897879631412894,11839,197.31666666666666,18623,310.3833333333333,39940,665.6666666666666,6.560777199210652e-05,0.7991748245660172,1.613158474779775,6.403948105740976e-05,78.8912887962013,53.662109375,3.508757581476912e-05,1.429037441719296e-05,1.4580828173525884e-05,0.5479053739257195,0.22314944127017527,0.22768498327546635,1,0,1.0
S2,870,930,60,30,6.770897840109809e-07,0.008156730882846016,-0.04455312168637442,0.03600193782157784,0.08055505950795225,0.00011953616747750718,0.010315627899409638,0.00815673091094861,2.794354884452231,-0.08903559464766717,0.8855974120396546,0.006324472077238811,0.005151049611278377,0.005156061781301577,0.04455312168637442,265.6278272440301,0.006324472077238811,0.004090993066476763,6.653225869517396e-05,224.20446858513972,0.005338328736044661,1.4197692664612625e-08,0.006670451657025958,0.03098628709694594,12140,202.33333333333334,18906,315.1,39985,666.4166666666666,6.653225869517396e-05,0.8177849377198686,1.591526229165958,6.560080671794481e-05,80.9500016926746,56.396484375,3.4771125010422684e-05,1.5093680859083925e-05,1.563622026206513e-05,0.5300411191576276,0.23008376899967473,0.23835408502359026,1,0,1.0
S2,900,960,60,30,-1.2877284640137851e-06,0.008298659937690292,-0.042137423576967606,0.03657964374130136,0.07871706731826897,0.00014902260185430225,0.010600678484650527,0.008298660037600674,2.8924458536261577,-0.09439557739209464,0.6925502914772439,0.006467589604798641,0.005199811835400487,0.005303228758878196,0.042137423576967606,271.6387634015429,0.006467589604798641,0.004209196119822906,6.886775676142583e-05,224.43812122545577,0.005343892026606723,-2.555316346393502e-08,0.0066933869977201,0.03098628709694594,11829,197.15,18825,313.75,39945,665.75,6.886775676142583e-05,0.8065623905518201,1.6126410473382167,6.74109916756308e-05,80.07346575427765,54.345703125,3.6899731659043546e-05,1.473170974964768e-05,1.56620158365919e-05,0.5473844953445903,0.2185357221939997,0.23233623252354177,1,0,1.0
S2,930,990,60,30,3.0970225782550847e-07,0.008067676935586946,-0.04121129002156909,0.03657964374130136,0.07779093376287045,0.00016506865004980336,0.010293123977930418,0.008067676941531376,2.7336712717825167,-0.11521844562751167,0.7222341910361747,0.006280638483171249,0.005063693461952985,0.005156206006638676,0.04121129002156909,263.7868162931925,0.006280638483171249,0.00407865937644065,6.508741113700158e-05,215.0772200858106,0.005121008121284093,6.813173563254796e-08,0.006431314960310124,0.0289910792807897,11579,192.98333333333332,18734,312.23333333333335,39918,665.3,6.508741113700158e-05,0.7971706120185919,1.6335864444358987,6.42118423285698e-05,77.70136540088181,52.1240234375,3.6368751887512275e-05,1.3848669278849902e-05,1.3909497401337056e-05,0.5663869867090033,0.2156715767161256,0.2166188805199302,1,0,1.0
S2,960,1020,60,30,-6.585750063195755e-07,0.008020348868946252,-0.04121129002156909,0.040163179556272556,0.08137446957784164,0.00011541309532582978,0.010172457139502036,0.008020348895985041,2.701691849359796,-0.09721797715634223,0.7711913386384364,0.006239227346728763,0.00503964666709487,0.0050955672414711335,0.04121129002156909,262.04754856260803,0.006239227346728763,0.004062129005006696,6.432599597960743e-05,216.33829972687624,0.005151034541938528,1.2028773531997725e-08,0.006447000106224383,0.026827256285361627,11685,194.75,18931,315.51666666666665,39966,666.1,6.432599597960743e-05,0.8038303833872277,1.6351157497024948,6.308124924241198e-05,79.09506460585597,52.63671875,3.5410818441359506e-05,1.3292449948725528e-05,1.4287949043529569e-05,0.5613525233985289,0.21071951028814592,0.2265007306469642,1,0,1.0
S2,990,1050,60,30,-5.292329624349705e-07,0.008473194081098928,-0.04852520654012858,0.05846229416752466,0.10698750070765324,8.824237608207085e-05,0.010406726688102906,0.008473194097626788,3.0153907650744127,-0.051876202514407256,1.2662293250450585,0.006502556879994082,0.005432473859900208,0.005209873868396035,0.05846229416752466,273.10738895975146,0.006502556879994082,0.004193291761109168,7.179501793596992e-05,216.34178600834213,0.005151117550616494,-1.6107770556979336e-08,0.006486267013213841,0.03291434670516828,11266,187.76666666666668,18722,312.03333333333336,39811,663.5166666666667,7.179501793596992e-05,0.7655043601187768,1.6928680488451897,6.963169241859783e-05,74.6865621739271,49.560546875,4.185756300139448e-05,1.3540780076600389e-05,1.4112239280011427e-05,0.6011280431008856,0.1944628890419415,0.2026697727691911,1,0,1.0
S2,1020,1080,60,30,2.5769508635002313e-07,0.008394837752774548,-0.04852520654012858,0.05846229416752466,0.10698750070765324,9.456724962322426e-05,0.01024882746927924,0.008394837756729761,2.9598786403962536,-0.047989010547784844,1.3545158511477862,0.006405219152243572,0.005426460040721548,0.0051241776103567414,0.05846229416752466,269.01920439423003,0.006405219152243572,0.004075437123549262,7.047330089540881e-05,216.32067887665983,0.0051506149878963745,2.7235615079621957e-08,0.006482964614578573,0.03291434670516828,11603,193.38333333333333,18972,316.2,39794,663.2333333333333,7.047330089540881e-05,0.7722560942212269,1.6907286770973462,7.028066371425768e-05,74.3071871194659,48.7060546875,4.298059758396751e-05,1.3129188862270159e-05,1.4057139929331722e-05,0.6115565123106277,0.18681082631276674,0.20001433091873294,1,0,1.0
S2,1050,1110,60,30,-4.7451265394382453e-07,0.007676766233765437,-0.04184913449235342,0.040367729221193555,0.08221686371354697,0.00018253976011180402,0.009418993056803009,0.0076767662484306136,2.475175081387824,-0.11752138667421236,1.142713951571257,0.0058775834095976375,0.004938294573662657,0.004708384248567201,0.04184913449235342,246.85850320310078,0.0058775834095976375,0.0037375695335583005,5.893273980788117e-05,215.39238094009613,0.005128512129814904,-2.7689153163477832e-08,0.006401888673419015,0.02486591401051865,12770,212.83333333333334,19502,325.03333333333336,39960,666.0,5.893273980788117e-05,0.8339303918440281,1.6028743478649294,5.760315472891079e-05,82.64489961749649,54.5166015625,3.115952212377425e-05,1.172936478884604e-05,1.4635275747369204e-05,0.5409342990052489,0.20362365297606033,0.25407073303962324,1,0,1.0
S2,1080,1140,60,30,5.055816279120693e-07,0.007414779393938714,-0.04775702305274747,0.04499575607142686,0.09275277912417433,0.00021961541580856585,0.009136389453420418,0.007414779411175423,2.30911605608842,-0.14018785113972862,1.253507159801889,0.005690890170498196,0.004753180281003233,0.0045654400292794075,0.04775702305274747,239.01738716092422,0.005690890170498196,0.0036515206399837224,5.4978953460778166e-05,205.7819147885164,0.00489968605891846,-6.832385142337691e-09,0.0061384423643373286,0.02486591401051865,12491,208.18333333333334,19406,323.43333333333334,39974,666.2333333333333,5.4978953460778166e-05,0.8278658120773303,1.6125910949576037,5.3980693028188434e-05,82.27098444869645,54.8583984375,2.9121115262620664e-05,1.1193648916738604e-05,1.3578319015598085e-05,0.5394727934932916,0.20736393493305727,0.2515402869783009,1,0,1.0
S2,1110,1170,60,30,-2.306050772455027e-07,0.00784240513152335,-0.04775702305274747,0.04499575607142686,0.09275277912417433,0.000173376598989714,0.009801309475512126,0.00784240513491381,2.583139368605144,-0.08642572664432131,0.942546046737287,0.006064898877198763,0.004971953329374246,0.004910215219856694,0.04775702305274747,254.72575284234807,0.006064898877198763,0.003925288055864632,6.150331824694376e-05,209.5395869354918,0.004989156573620605,-2.835391090029504e-08,0.006300110574363639,0.03525918911084669,11762,196.03333333333333,19277,321.28333333333336,39905,665.0833333333334,6.150331824694376e-05,0.8033390865054524,1.647921270713782,6.0075969322524506e-05,78.37778950612066,51.0986328125,3.4658375210168856e-05,1.1771287263109495e-05,1.3556883638328436e-05,0.5769091302397723,0.19594003052891304,0.2256623370577144,1,0,1.0
S2,1140,1200,60,30,-6.996427933605099e-07,0.009290139746668981,-0.05376784692752132,0.055986845581350544,0.10975469250887186,0.00018428831870726057,0.011413322848021644,0.009290139773014119,3.624881274089831,-0.08129890616523143,1.181589298661204,0.007133682170841759,0.005951241524888167,0.005715690577864911,0.055986845581350544,299.61465117535386,0.007133682170841759,0.004566428997919163,8.63066965126388e-05,240.48188057219164,0.005725895392085327,-4.5721119869992726e-08,0.007281590644975096,0.043309912901913675,11479,191.31666666666666,18902,315.03333333333336,39838,663.9666666666667,8.63066965126388e-05,0.7837977515446892,1.644365701127648,7.938964455644253e-05,77.68140779887484,51.4404296875,4.5749474340574765e-05,1.631322106019364e-05,1.7213230419930985e-05,0.5762650103320328,0.2054829839752672,0.21681959298473918,1,0,1.0
S2,1170,1230,60,30,-5.420113071754808e-07,0.009843945850074962,-0.05648610376771369,0.055986845581350544,0.11247294934906424,0.0001787415646230849,0.0121631143966479,0.009843945864996633,4.069937348105341,-0.10142801598803038,1.1811399997638237,0.007562307175402249,0.0063019663897742224,0.006078591261928398,0.05648610376771369,317.61690136689447,0.007562307175402249,0.004839539136113756,9.690326989920806e-05,260.16176982902005,0.006194475340580015,2.7709189247511667e-08,0.007831266271600785,0.043309912901913675,11753,195.88333333333333,18935,315.5833333333333,39876,664.6,9.690326989920806e-05,0.7955413805472275,1.6203222369720947,9.717646999067517e-05,78.65117815600607,53.4912109375,5.398822291771777e-05,2.1872029015075688e-05,2.1152784694608828e-05,0.5555688833201943,0.22507536049801435,0.2176739358472128,1,0,1.0
S2,1200,1260,60,30,1.4236355875954121e-06,0.008728442402707485,-0.05645244101330671,0.05411039487749378,0.11056283589080049,0.00014123963351750965,0.010775542256109851,0.008728442518807139,3.199799769773053,-0.12345972859500809,1.29397262483889,0.006687549098546445,0.00560913503658549,0.005395867454327824,0.05645244101330671,280.8770621389507,0.006687549098546445,0.00426235766561706,7.618570677738201e-05,242.25808341026078,0.0057681869427905616,4.466900515977244e-08,0.0072760325039003555,0.037307626003382645,12357,205.95,19546,325.76666666666665,39854,664.2333333333333,7.618570677738201e-05,0.8336003341951819,1.5930577654746074,7.315242282762157e-05,82.72425358282608,54.6875,3.9355356982840124e-05,1.5385155295065198e-05,1.8292698737634254e-05,0.5379911623102108,0.2103164146909968,0.25006278713064206,1,0,1.0
S2,1230,1290,60,30,-3.0938025156256654e-06,0.008084698345442185,-0.046307510807490626,0.045910856078110095,0.09221836688560073,0.00015718591195098912,0.010212542040498184,0.0080846989374008,2.7452189901532043,-0.1465821761742987,0.905163766143811,0.006265573590146741,0.005109299804754591,0.005111639075538729,0.046307510807490626,263.1540907861631,0.006265573590146741,0.004044510087843631,6.536234733679561e-05,230.67557465560228,0.005492406358618116,1.9541413596468273e-09,0.006874781191671244,0.030660727883987528,12450,207.5,19716,328.6,39940,665.6666666666666,6.536234733679561e-05,0.8503447992647688,1.5765404745705107,6.365146579202982e-05,84.33399797378353,55.5419921875,3.348418125174e-05,1.3175583743294274e-05,1.688889654602582e-05,0.5260551479072578,0.20699576324515795,0.2653339767729368,1,0,1.0
S2,1260,1320,60,30,1.1967271757860194e-06,0.00846211195086838,-0.04747354296917221,0.05193670478967556,0.09941024775884777,0.00015683318357272895,0.01057461837599575,0.00846211203549004,3.007508284249787,-0.10743638683800867,1.0287477833812213,0.006535615511008278,0.005375227436439635,0.005288233505061815,0.05193670478967556,274.4958514623477,0.006535615511008278,0.004207173496501266,7.160733866902946e-05,238.4081019816641,0.005676518535719043,-4.687997935508227e-09,0.007099826773241952,0.03365355990910539,12399,206.65,19327,322.1166666666667,39968,666.1333333333333,7.160733866902946e-05,0.8390135718440087,1.5682164081234657,7.15753415885567e-05,83.13122536125118,56.9091796875,3.735882876931361e-05,1.5851905495153923e-05,1.8234624023912e-05,0.5219511069058796,0.22147160101976082,0.25476125742761824,1,0,1.0
