subject,start_sec,end_sec,window_sec,step_sec,resp_mean,resp_std,resp_range,resp_median,resp_iqr,resp_skew,resp_kurtosis,resp_derivative_std,resp_derivative_max_abs,resp_second_derivative_std,resp_peak_rate_per_min,resp_trough_rate_per_min,resp_peak_prominence_std,resp_trough_prominence_std,resp_breath_rate_mean,resp_breath_rate_std,resp_breath_rate_range,resp_interval_rmssd,resp_interval_sdnn,resp_interval_cv,resp_cycle_amplitude_mean,resp_cycle_amplitude_std,resp_dominant_rate_bpm,resp_mean_frequency_hz,resp_bandpower_0_15_0_40,resp_bandpower_0_40_0_75,resp_bandpower_0_75_2_00,resp_relative_power_0_75_2_00,original_label,label,label_purity
S2,600,660,60,30,0.010588696616235807,1.4953602986686074,6.813995257875703,-0.2715157575741206,2.6481074524768893,0.30190860223068844,-1.0827739324431944,3.6201643507054455,7.892113439365012,10.127424045512422,22.0,23.0,0.4692004944959209,0.5865718265102713,23.01059075137246,3.1217480432826887,10.715238336326308,0.4553817640402481,0.3682078850336496,0.13857995570676043,4.070765070863636,0.4695911187387068,20.5078125,0.39047515207582656,0.6915872570279938,0.35432164669938887,0.010217165986920513,0.005109699346776128,1,0,1.0
S2,630,690,60,30,-0.047567451345599955,1.4972587547196652,6.169434375301595,-0.26386589170332675,2.7137542038603457,0.17830750634344925,-1.2176197065998455,3.6689032653976548,7.785223817620645,9.995654632703312,22.0,23.0,0.42791700743818184,0.5394777741043251,22.961956336985647,2.9233945354178386,10.73873117132252,0.4023267785453683,0.3494744075265526,0.1315226264884876,4.226594111188877,0.4751953438595243,20.5078125,0.38545827060880683,0.7308033925473584,0.3587042688701412,0.006854967032047922,0.003306834520402472,1,0,1.0
S2,660,720,60,30,-0.03409229916584469,1.4996244930956277,5.6194327151862336,-0.20619846708864342,2.814142190876451,0.21043416761246114,-1.2928549524578945,3.5424332909867267,7.433275608183654,9.435502391903828,22.0,22.0,0.3745247452912709,0.3761635294573547,22.707099009726864,2.5283622941235047,9.716267295165391,0.28160291916390473,0.3188837749959484,0.11909833818035116,4.158395063422357,0.43821930163072803,20.5078125,0.38207356780230656,0.7372834261273388,0.3340372179440989,0.006642678521432028,0.0032545803676777806,1,0,1.0
S2,690,750,60,30,0.007220404971279874,1.4295069159000804,5.0603340232166945,-0.1383441172848264,2.761025432468787,0.15998773672121783,-1.3838517820501626,3.309335629082924,7.382122279892234,8.714442134273877,22.0,21.0,0.4436707129608623,0.3399444685253039,21.802668851504244,1.9759611548461633,9.557715012260466,0.27341845779176005,0.25863271022919704,0.09319754964870317,3.9323571354728712,0.4216507725035845,20.5078125,0.3725817315476611,0.728198095769471,0.2659637316546983,0.006972094544043697,0.003706638345946751,1,0,1.0
S2,720,780,60,30,0.028232163661702878,1.3854564795586068,5.2525091008955,-0.19230834155312926,2.6774569853555867,0.2668045830668291,-1.3375542149666793,3.144316950277126,7.066420628747139,8.05178184748358,21.0,21.0,0.2408781767959729,0.37653139712702965,21.533334455863955,1.1452576260910714,5.23673764401304,0.13937369498168012,0.14381649305093414,0.05147333323225989,3.7438078111574953,0.26466217056364466,20.5078125,0.36420145542366245,0.7093632234872957,0.21016034883112653,0.005788015800860058,0.003336593576603786,1,0,1.0
S2,750,810,60,30,0.01750446016004737,1.4597480591464256,5.750495898044694,-0.13885084570051884,2.721797108881564,0.1857163583943882,-1.2689811807005005,3.3918296617459798,7.872666306583359,8.943061223295537,22.0,21.0,0.28273308173311423,0.34124097433250855,22.33371650321471,2.124960319928074,8.261706554707175,0.22578683282590029,0.23787540872167937,0.0878077620522986,3.991996466263404,0.384392132817684,20.5078125,0.3690125100572675,0.7550725170628668,0.2561553419750711,0.006088221025544928,0.003187431697500199,1,0,1.0
S2,780,840,60,30,-0.0067082142515162676,1.460515735149154,5.474766979236142,-0.196143435114377,2.714912392260662,0.1970282200302509,-1.3278385923824223,3.6034210331254903,9.7059143099124,10.038172298793643,23.0,23.0,0.525382862002875,0.49851950216558005,23.350121726660294,2.485066071792882,7.9378002116746735,0.3558664264977247,0.2686396519643412,0.10340041590229579,4.08532812590965,0.42685700761362605,20.5078125,0.3905842739963541,0.7135368602316535,0.3583852124290988,0.009365160969411535,0.0045389187347563385,1,0,1.0
S2,810,870,60,30,0.038025027418170716,1.4226925911784247,6.1164514529312495,-0.12385729658102557,2.6670833254246764,0.25996955402806265,-1.1603110083782893,3.295332531007303,9.640064706528118,8.872886285027088,22.0,21.0,0.40419239384287997,0.326000905981719,21.93493447057755,2.1856852238038513,8.603378132135397,0.3289716506612318,0.24593275331695086,0.08911485589033667,3.8182346283199484,0.3221330320154191,20.5078125,0.3702300180132404,0.685280634112696,0.23686279301499502,0.00785048169779875,0.004508925521806886,1,0,1.0
S2,840,900,60,30,0.0061020021346985046,1.3889461955922937,5.702923576607505,-0.13463511860164207,2.626511906595832,0.12757299637638903,-1.3091024616740032,3.0732101175203255,6.7060941416704045,7.599069678318504,21.0,21.0,0.42952483177640904,0.2927494566710502,21.268722924197288,1.0456399475304736,3.650231317032482,0.17660268112840205,0.1373172068829047,0.04855997616410279,3.7614065117889246,0.29286305236348864,20.5078125,0.362498891432395,0.6958489771627099,0.20744475651559963,0.003971288826858083,0.002339621513302705,1,0,1.0
S2,870,930,60,30,0.01147885289278011,1.3884853113601385,5.023135567654981,-0.1311425825733198,2.606237061586233,0.1363846717619713,-1.345782594420492,3.3225103655021617,7.859365125951379,8.88843119533287,22.0,23.0,0.34334527434395695,0.7458531547821935,22.71391544930682,2.3102435526471248,8.132013552722142,0.3273213798612699,0.2521323931422107,0.09453517775826396,3.8797439309762507,0.3392869517515203,20.5078125,0.38135537462169805,0.666528652683369,0.28519804391171105,0.006235336367017854,0.0034274245194201324,1,0,1.0
S2,900,960,60,30,-0.032836705454393704,1.4084536748113416,5.904978402902939,-0.2150305956286585,2.6454666315835835,0.16480928008554932,-1.2860954731838554,3.425821482654278,7.986539787107905,9.383864849265079,22.0,23.0,0.3665024771959892,0.5330917945743594,22.64369562639177,2.2515067903638246,7.249769723280004,0.3660228887679578,0.25581462380955544,0.09562798723427081,3.9198757082862716,0.41618360512179237,20.5078125,0.3845558569902205,0.6640237196079306,0.3013882652350647,0.0075584137756727135,0.00409480211735433,1,0,1.0
S2,930,990,60,30,0.030169321631290023,1.3938540350769524,5.293951383030702,-0.11996939720176408,2.6481310301863905,0.2076015998394127,-1.318510980903286,3.2207896247052674,6.878821021987519,8.388434039048251,22.0,21.0,0.3254338806924197,0.30336339614151836,21.911548381201207,1.9837773758936548,7.903278307370378,0.30637395450658006,0.22115603362189173,0.08018038016676882,3.807222911613663,0.2986229489441054,20.5078125,0.373464609381646,0.6669687299137506,0.24290359760312977,0.004544272161745278,0.0026315395326194113,1,0,1.0
S2,960,1020,60,30,0.03468376379691055,1.3578794558601475,4.947252052362044,-0.11763978580876791,2.641624595949302,0.1638974445485428,-1.414043661461929,3.0155347263586116,6.760322783514139,7.678445450252773,21.0,20.0,0.3098295035898994,0.22943371140902313,20.79418941189039,1.903466206251386,9.69337796490288,0.2979320058820363,0.23259033794661904,0.08002616690225281,3.720176065485261,0.2700694103347652,20.5078125,0.35190548058104587,0.7106927533364215,0.18113279922494074,0.004429730110851043,0.0027019319469779954,1,0,1.0
S2,990,1050,60,30,0.020388274518386172,1.487035761301741,6.273938690265087,-0.18800224700758555,2.7827249877264464,0.23885137679438417,-1.2031570217060379,3.2600644908040097,8.558368619668189,8.171592779755757,20.0,20.0,0.4348068320097104,0.3833148524765768,20.76493032810837,1.933939155055488,8.068756319514659,0.4137774660167225,0.2865008958087662,0.09825336275221985,4.080781446827184,0.4885748510610284,20.5078125,0.35438984885698405,0.841105823415708,0.23882203326410092,0.00489252037064117,0.0024662595417188735,1,0,1.0
S2,1020,1080,60,30,0.008494080916243775,1.531076788132296,6.228125601993604,-0.1665505922451999,2.8984354391152323,0.20918700251000563,-1.2896797905825075,3.4257847683744442,8.509445685918987,8.707449064974734,21.0,21.0,0.5577628609759012,0.5646916206542273,21.29476131915943,1.6808543675603298,6.115359528243694,0.2830082379158761,0.22969832700429366,0.0810039693206406,4.221600153263279,0.4317700024664895,20.5078125,0.353867139852798,0.9038531307684199,0.23270701719103387,0.006164193898071952,0.0029298352281596552,1,0,1.0
S2,1050,1110,60,30,-0.03218663449329659,1.470080205315208,5.446927774486037,-0.26344280103068873,2.733724094277574,0.24890810103656721,-1.2971518064275704,3.103715667330457,6.210994211821353,7.581038727646562,19.0,20.0,0.3441780855837097,0.3564237336426588,20.185604224651456,1.7067006649111198,5.950409347125774,0.3180296482135858,0.24641214831658453,0.08232468231396736,4.0301899523135445,0.41823404214139015,20.5078125,0.3379712504748868,0.8670792288011707,0.17617948570154954,0.0043510172563927755,0.002325031426743141,1,0,1.0
S2,1080,1140,60,30,-0.03031340194364788,1.4044934742268684,5.118349484784844,-0.21406649969174452,2.6681238468212842,0.21359434459292437,-1.3539957044580855,3.040977072226848,5.9743341271984445,7.525489450777243,20.0,20.0,0.30609035735629164,0.30937221011318994,20.426311132431774,1.4213768746124333,4.756748831255251,0.20807889224240253,0.20881233004714111,0.0707387669288583,3.9034561009845583,0.32391873354098466,20.5078125,0.34744627061176653,0.7803907546762218,0.1837440604607481,0.004522559266442288,0.002566804588941652,1,0,1.0
S2,1110,1170,60,30,-0.03862172362327642,1.4303414408622115,5.114203821038572,-0.22584885433364824,2.7371508970256966,0.22636846206996883,-1.3657359382290504,3.1095944166208924,6.215427361331266,7.743916805740079,20.0,20.0,0.31156888310146347,0.2479591735190939,20.495749297435776,1.5358368865375773,5.579485124712011,0.2323004349188612,0.2216104414141978,0.07527567030542283,3.9728015112719155,0.35120274368793775,20.5078125,0.35086800033380006,0.8059622392625839,0.20509900953964816,0.005636496722040517,0.003039923223938605,1,0,1.0
S2,1140,1200,60,30,0.02581051600092942,1.4916974689589815,6.7887840478490755,-0.21023150487899367,2.7563697262160165,0.1487090368530143,-1.1794611520656264,3.281278973120657,7.5919240724181325,8.459810947467195,20.0,20.0,0.3638272531548705,0.3066629405435519,20.364273081911378,1.8089195383895345,5.733954947496841,0.29848768476971327,0.25445486430673614,0.0857075848472773,4.026254941607521,0.3881941985869664,20.5078125,0.34585557446959203,0.8571545699004738,0.20055997358973188,0.00627894732722119,0.0032714761724733747,1,0,1.0
S2,1170,1230,60,30,0.02394421122992255,2.450925208072225,20.533082602445724,0.06101228381710205,2.9289842903358787,-0.2664724036206253,4.990145616568867,4.271232304384639,21.166187087257082,10.530343804144069,19.0,18.0,0.9919299237858904,0.9531389975211363,20.15950829193037,4.187465874502454,17.798672566371685,1.145805755061185,1.0427561528496825,0.32796803689139065,5.17423792462508,2.9037248216473923,10.25390625,0.29312253655470333,2.311367881144739,0.339836433002065,0.010730569288764693,0.0025807325586937493,1,0,1.0
S2,1200,1260,60,30,-0.010854495183714272,2.4010705763939524,20.547889357742925,-0.017634295579677994,2.7966150382791852,-0.22718140294884073,5.589017939190041,4.266396409017569,21.168247863365288,10.822967857727624,19.0,19.0,0.95970447444599,0.903425480057636,20.62040104149862,4.103569978950777,17.53103027043859,1.1262807302414994,1.053597754730424,0.33879470471629597,5.021302709875667,2.832214684389766,20.5078125,0.29430887939573447,2.3652594140819585,0.35138753470349726,0.01540944875856316,0.0036035562918777585,1,0,1.0
S2,1230,1290,60,30,0.027109393384947906,1.419343460851478,5.383086743067832,-0.22455141163696019,2.6410445970258722,0.3000543714090192,-1.263604741623685,3.3785656883389317,7.278936048275764,9.30810454663794,22.0,22.0,0.31121294896079554,0.5829310799720572,22.291833312234242,1.3117029148060182,5.828460305939387,0.1844044468010465,0.1507816645705932,0.0558366200420123,3.9158527348748207,0.3208469003551518,20.5078125,0.3811465768347883,0.6811050507571148,0.25615870873042706,0.012535114909836078,0.006931173018971582,1,0,1.0
S2,1260,1320,60,30,0.027369282094098123,1.4716664203927625,6.1412649598092015,-0.2102282566301822,2.787196375110823,0.24738688780608642,-1.2842843067606657,3.4847748569230146,7.557884109036372,9.459067485242421,22.0,22.0,0.29505265076519793,0.38290416999913657,22.49036274491528,1.2771261839385828,5.692254375324897,0.17094694247882042,0.14205345683583226,0.05308722042676328,4.03008828939637,0.3435928251964495,20.5078125,0.38612934506933433,0.7148963793961952,0.30194202663192826,0.01049898259153067,0.005328537107938991,1,0,1.0
S2,1290,1350,60,30,0.0313485873536002,1.6343289513404418,7.617406517829622,-0.2242127165306398,2.942564548334928,0.2764935906885417,-1.0674353124357203,3.636116918019813,9.121802000383173,9.701794442460935,20.0,20.0,0.43666389835439656,0.5719985570926288,20.989887928803217,3.395157050905955,13.314379365237876,0.6275840007557036,0.5727671105485302,0.19420289018241607,4.562758900435901,0.698738993585442,20.5078125,0.34857340883037724,0.9986160722046896,0.29521198964939,0.00990469554501388,0.004280517895435246,1,0,1.0
S2,1320,1380,60,30,-0.03169486475981394,1.735656607478708,7.733773504424956,-0.2929136227461503,3.097898822411643,0.2803798440733213,-1.1257507523409556,3.6064779292426135,9.040351676327152,9.05454575382027,18.0,19.0,0.41122772477334857,0.5327002470988219,19.30951033557005,2.9764475597571884,11.657288716923071,0.6779147198187533,0.5355306655160574,0.16796644578796244,4.910119883429281,0.5982308985592271,20.5078125,0.3229431860430904,1.26286293683104,0.23585378346289326,0.0055396339254778,0.0021594253952889678,1,0,1.0
S2,1350,1410,60,30,0.009956770791263931,1.6458399292203196,6.331914347727036,-0.1955779524511577,3.136009623208822,0.16438070347877154,-1.3347502611038955,3.7022145823984305,7.688211008485723,9.399389450474699,21.0,21.0,0.40049105970163573,0.4664448224186442,21.123902950587244,1.8161930867869391,9.174160547809588,0.27150908975888294,0.2403001842933721,0.08399796709463458,4.57269231943545,0.4988025727535186,20.5078125,0.3510845344288093,1.0554818152690086,0.2653548066067899,0.0051495101866820495,0.002122915382919996,1,0,1.0
S2,1380,1440,60,30,-0.02006121535331252,3.8332177397431573,32.388471733006575,0.12850910020145112,3.3951800291678023,-0.9853224449047454,7.307486548890703,5.288983514882738,23.83865445455733,12.67915575469374,18.0,19.0,0.8961566873295247,1.122451435679397,20.382656445032442,4.015100931242684,16.175895003618376,0.5903164146351981,0.6648292229052809,0.21653896848513363,6.281805092451475,5.10870196071796,10.25390625,0.24933392706959814,5.701900687550682,0.3253959061997228,0.034456207800290434,0.0041076854399801745,1,0,1.0
S2,2280,2340,60,30,-0.17837664538772655,4.843761772521714,25.06015046196836,-1.2817468800148795,6.030370738256389,1.0367237441677966,0.9595456510090554,7.61306988986613,28.225315123818362,22.550947295159826,14.0,15.0,1.1752978346059073,1.0560589856512574,16.845852213664777,6.047745341249452,19.577846356412337,1.9288632054415167,1.3353948791103731,0.3327517360324314,11.525675595485767,5.070625419253729,10.25390625,0.2732476002532188,7.939827112580911,0.9562909711656684,0.12826307433448847,0.009950926899121996,2,1,1.0
S2,2310,2370,60,30,-0.1583627784877702,5.2416561588033135,27.282878794930927,-1.4093780235124225,5.784401744226163,1.2546772031166316,1.5742540613806266,7.340178441059379,27.806479075333357,21.053882836966196,11.0,12.0,1.391146546251732,1.2490579499021077,15.014912870382366,6.718143689943379,20.904051051626595,2.087079570545131,1.9855433431045868,0.41196287277645705,13.275640424857132,6.0543222567565005,10.25390625,0.26471385277912446,8.70217942060389,0.9534312446426918,0.09732015236378798,0.007121037774293286,2,1,1.0
S2,2340,2400,60,30,0.07728571021965625,4.565531326585039,23.97609919374671,-0.33497770714350467,5.5351458014956485,0.9495537861010754,0.9345121901592046,6.369789121673124,25.75411503594136,19.60843241299056,12.0,13.0,1.456018177468751,1.3532711021064858,16.035746831629602,9.714255126491372,32.99285192104622,2.7366158902213957,2.3973388223004175,0.4760304536518957,10.490939418535758,6.756453068330982,10.25390625,0.2581155882824596,6.192877343643358,0.5976128151573264,0.08844085792146894,0.009420827852422299,2,1,1.0
S2,2370,2430,60,30,-0.07174577387441866,3.334714888420887,19.68276768557021,-0.8474437631447963,3.734631631859506,1.1753767649648326,1.7872232359504867,5.640320226447506,22.82314157707921,18.601788964409526,14.0,14.0,1.4359726080239754,1.2416691961541948,18.04736369390884,10.595052627806423,33.57903035080805,3.4336598153997664,2.281841324662671,0.5096771324815372,7.692375024214405,4.432734601547549,10.25390625,0.2941706287592718,3.4331795718672664,0.553687220335054,0.09561508200537079,0.015835068376101106,2,1,1.0
S2,2400,2460,60,30,-0.16189198421469678,2.8641774077337105,16.429285363947308,-0.461985988766896,3.3236700268895634,0.30911381029039037,0.5957991645549496,4.848255143774728,20.09020296754329,16.333788510120552,15.0,14.0,1.2545874272695516,1.5115210679220632,18.5380374195227,8.644539376927927,32.456987317425245,2.6236783471061735,1.8826812121118603,0.47009467689299406,6.646694602953214,3.433972993720389,10.25390625,0.305474424902309,2.1166715229744932,0.459156822125438,0.07147112562755648,0.018175951094557583,2,1,1.0
S2,2430,2490,60,30,-0.02109971528331567,2.651614873216941,17.14180634281604,-0.1836583905079449,2.5215112783702187,0.419549043651469,1.8010600447937408,4.693742503604461,20.899695567276332,15.521152241792725,16.0,16.0,1.595707799626834,1.601856631687263,21.539443930411256,9.737360776694779,31.68622595416974,1.9382496762750083,1.6461640313591441,0.476268112236058,5.7816187494061655,3.610784635248673,10.25390625,0.3080961527569991,2.289607086357118,0.5068593131950119,0.056389961948488915,0.012963928224736573,2,1,1.0
S2,2460,2520,60,30,-0.023233687048246607,3.3018320468701563,20.760685539976414,-0.3506095811016873,3.377903625209597,0.8598237241075117,1.7654889276758672,5.768005676325972,20.914864709615877,17.621115759328298,19.0,19.0,1.5678244875339857,1.4279031540932596,24.783395792402523,8.822976110768932,28.724426600606495,1.555154346686144,1.0645744580676204,0.3835865529941382,6.5459419938851,4.198305101866549,10.25390625,0.3006029945513924,3.635807640035331,0.628745161226677,0.05759670725674072,0.008619890646437794,2,1,1.0
S2,2490,2550,60,30,0.08085597350762469,3.6456403504480273,20.59731404805603,-0.44483158263395645,3.973993039777182,1.2970457327257359,2.165818806459953,6.007864764671799,25.471339598439435,18.612913897911177,19.0,19.0,1.3718898539950481,1.325750579984206,23.223783408794056,8.97351159315346,28.437898803159378,1.9564795845972884,1.353783394217129,0.44104019979149406,6.362015926653466,4.561714608983851,10.25390625,0.2841193542204391,4.021320473478962,0.5747061510272145,0.07327980462241852,0.010733023198427975,2,1,1.0
S2,2520,2580,60,30,0.04397362047879694,3.465016942799613,21.240551528435404,-0.436850427176446,4.141673135506485,1.193754426656016,2.519957735600882,5.317414119417013,25.221634328565656,15.472158174726424,19.0,20.0,1.3623812809033937,1.1490319425706939,21.39277643795945,7.160292906909453,28.44128347348959,1.6248803815979194,1.1431111380010788,0.36285585576695706,6.111685242198145,3.9028729829381508,10.25390625,0.2729290948996294,3.9159014760159,0.4303595112326246,0.04763090300930474,0.007485542750945195,2,1,1.0
S2,2550,2610,60,30,-0.04103732717184016,2.7287844412339295,17.72616005510794,-0.20482219353682019,3.597714502993717,0.5231604526254303,1.3132515152582256,4.926198660561114,15.757571298656892,14.388009978207842,21.0,22.0,1.2316136896381487,0.993878368612918,23.295920493545726,6.484838023488808,25.513716546694504,0.9397169169466428,0.6900360645706595,0.25004542264757945,5.600696377761313,2.694916230550095,10.25390625,0.30690191290671087,2.5620551926732684,0.4874624350875599,0.04325050703889379,0.008897090688832177,2,1,1.0
S2,2580,2640,60,30,-0.019449153984451663,2.63074426270261,17.185833046418608,-0.3347452985353338,3.5380936054914827,0.9407871476188678,1.9756258959866555,4.835550707808051,13.819918107613649,14.384847429361939,21.0,20.0,1.2079641113868824,0.956408675737353,22.816398195239803,7.863859478589002,27.54792165432138,1.2248932963896402,0.9990525613841161,0.33743632953866404,5.846047184788059,2.87392461424326,10.25390625,0.28884634463299896,2.680313326123687,0.41571549363536525,0.03243905745688523,0.006914771328678325,2,1,1.0
S2,2610,2670,60,30,0.10035515907893347,2.6445833997510326,17.183545959175728,-0.12323880135175441,3.2511091684731563,0.7716525559138385,1.7315293981340947,4.829332206938681,13.796852307334317,14.920228196064937,20.0,20.0,1.0760880097827583,1.0597012361840117,23.132798208793822,7.284423356264664,22.05281048327504,1.4755508983138261,1.1186560718510186,0.38123624649255744,5.348782421777296,2.2208850458556326,10.25390625,0.29927361274855835,2.2689511207144526,0.42115631511484203,0.04915571172882487,0.011828974065890133,2,1,1.0
S2,2640,2700,60,30,-0.034588806255884695,2.1262697849952192,9.614440967180474,-0.2966291192057728,3.1401920479981436,0.26164280644890847,-0.6479416403705027,4.890899341911007,17.803136638809434,17.289802768340802,22.0,22.0,1.0083731929492612,1.0332688027953871,24.625373620868306,7.234661004149729,28.249628833256544,1.3069165299767735,0.8744782674659548,0.327336470468018,5.212025726844999,2.0805983235427212,20.5078125,0.35457520088936434,1.439745250758679,0.48216676390024965,0.07671155089374138,0.02307238290776048,2,1,1.0
S2,2670,2730,60,30,-0.022792615231192904,2.620096841659156,13.56128976825989,-0.428189788735815,3.9181071563252026,0.3852209999093278,-0.27397782870761445,5.499237225723041,17.3086121780859,19.08148435250842,23.0,23.0,1.004703611206602,1.0308616882590023,25.36273876762401,7.541836245606732,26.68431662643514,1.098464030559686,0.7954494566495058,0.3073699410950567,5.855662247783752,2.274076370305594,20.5078125,0.3522873590822354,1.8387758819744617,0.6746656046240194,0.07819966813367416,0.018351651735663405,2,1,1.0
S2,2700,2760,60,30,0.0606739358563812,2.7252635883380454,13.060669366927714,-0.296055359107282,3.596761263709105,0.7082287888402354,0.1496648003847909,5.359955366717015,16.31666785683756,16.92783946649711,21.0,21.0,1.1985270673395305,1.1215632784320924,24.21290473616475,7.822119389579038,26.748740042757507,1.277826640721626,0.9710244406222297,0.3501079648899333,6.027479771120578,2.476446903996881,10.25390625,0.3269630169190694,2.4170768268344034,0.6881871773546091,0.05284030462536053,0.010414109699103497,2,1,1.0
