subject,start_sec,end_sec,window_sec,step_sec,ecg_mean,ecg_std,ecg_min,ecg_max,ecg_range,ecg_median,ecg_iqr,ecg_rms,ecg_energy,ecg_skew,ecg_kurtosis,ecg_derivative_mean,ecg_derivative_std,ecg_derivative_max_abs,ecg_r_peak_count,ecg_valid_rr_count,ecg_r_peak_rate_per_min,ecg_r_peak_prominence_mean,ecg_r_peak_prominence_std,ecg_rr_mean,ecg_rr_std,ecg_rr_min,ecg_rr_max,ecg_hr_mean,ecg_hr_std,ecg_hr_min,ecg_hr_max,ecg_hr_range,ecg_rmssd,ecg_sdnn,ecg_nn50_count,ecg_pnn50,ecg_cvnn,original_label,label,label_purity
S2,600,660,60,30,-0.00011593657878148739,0.14206789929132052,-0.2676646835977239,0.7354435568466535,1.0031082404443774,0.02887798733061702,0.15794413160911266,0.14206794659717964,847.6986609142416,1.0777134524970535,4.071152579598902,-0.000677959612314519,6.388093647792227,42.71685758715639,78,77,78.0,5.180172920891626,1.6240191918279305,0.7689795918367347,0.1884734182162684,0.3342857142857143,1.0657142857142856,85.32405902251294,30.824391398089155,56.30026809651475,179.48717948717947,123.18691139066473,0.18875674421196045,0.1884734182162684,47,0.618421052631579,0.2450954748566123,1,0,1.0
S2,630,690,60,30,-0.00011140297883650445,0.14463440008872336,-0.2713785979867385,0.7354435216815025,1.006822119668241,0.03127451755304504,0.1694252495847097,0.1446344429921469,878.6031281852407,1.0598879250024136,3.8412020648959553,-0.00027159259718827775,6.446256411265803,42.71685756628074,79,78,79.0,5.153178338183584,1.5329798601784648,0.7563553113553113,0.18038154332979753,0.31857142857142856,0.9857142857142858,86.86026930765765,32.62339821282256,60.869565217391305,188.34080717488789,127.47124195749657,0.1919630204471397,0.18038154332979753,40,0.5194805194805194,0.2384878384823824,1,0,1.0
S2,660,720,60,30,8.056338534602916e-05,0.1440772510561251,-0.31331572567434035,0.719765682349099,1.0330814080234394,0.03148401539705953,0.16036946535739793,0.14407727358035602,871.8469520186477,1.0307921672099314,3.725443960932867,-0.0029099466974061854,6.456447864796204,42.1673081987115,80,79,80.0,5.076899131086186,1.5743415388478368,0.7543761301989149,0.1781856000747364,0.31857142857142856,1.0057142857142858,86.90273632302275,32.26004629487396,59.65909090909091,188.34080717488789,128.68171626579698,0.1897698901257138,0.1781856000747364,43,0.5512820512820513,0.2362025956836044,1,0,1.0
S2,690,750,60,30,-6.172741676277704e-05,0.1420643023374327,-0.26181525008884665,0.7595451012351138,1.0213603513239604,0.028333794807427107,0.13605903459638138,0.14206431574781705,847.6553319736095,1.1687148014483932,4.390655570590425,0.00024204412268218712,6.447911107398953,42.52197145518125,77,76,77.0,5.257913000212046,1.5472945505086355,0.7763909774436091,0.18423914922631812,0.32857142857142857,1.032857142857143,84.59070099623939,31.997876688148033,58.09128630705394,182.6086956521739,124.51740934511997,0.21023990184199245,0.18423914922631812,47,0.6266666666666667,0.23730202253631907,1,0,1.0
S2,720,780,60,30,-0.0004142926181471974,0.14284086424056652,-0.4119591675926998,0.7595451012135204,1.17150426880622,0.02813603220687687,0.15149078133523886,0.14284146504207176,856.9547336853472,1.1749572710105367,4.3382315471201975,-0.005565839357558834,6.402506890488111,48.211218031525135,77,76,77.0,5.281750356855235,1.4101787899418006,0.7880075187969924,0.16372232245284646,0.32857142857142857,1.032857142857143,81.81378796251407,28.61050627461558,58.09128630705394,182.6086956521739,124.51740934511997,0.20257243602409164,0.16372232245284646,46,0.6133333333333333,0.20776746229882717,1,0,1.0
S2,750,810,60,30,4.826121735502522e-05,0.14056348593903795,-0.25190710169760666,0.7130850647978269,0.9649921664954335,0.028029911616068437,0.1674092341954559,0.14056349422406667,829.8400281561273,1.1911319728067247,4.150182734348007,-0.0016380477181107533,6.317811264750192,40.43259229061839,78,77,78.0,5.2666223191470225,1.3657358394595216,0.7751576994434137,0.13732616765777167,0.33285714285714285,0.9642857142857143,81.17455869895957,22.267125320591965,62.22222222222222,180.25751072961373,118.0352885073915,0.1666518879949695,0.13732616765777167,45,0.5921052631578947,0.17715900616916525,1,0,1.0
S2,780,840,60,30,-0.001048181887891117,0.1401917173019408,-0.43185598441895945,0.7698833568035417,1.2017393412225013,0.025658252427368897,0.15492945466237212,0.14019563575709976,825.5022839841704,1.134636497318837,4.261223628707872,-0.0009020059996697965,6.288780713017829,43.44159521014156,78,77,78.0,5.18101160039142,1.3967709935092834,0.7701855287569573,0.15908120612783824,0.32857142857142857,1.0142857142857142,82.98735094776653,25.88983110506013,59.15492957746479,182.6086956521739,123.45376607470911,0.1777104809446927,0.15908120612783824,54,0.7105263157894737,0.20654920170285165,1,0,1.0
S2,810,870,60,30,0.00041188069107307615,0.14480464334723803,-0.4101239778009518,1.2004596892304917,1.6105836670314435,0.027998781271072783,0.14961499079366164,0.1448052291204447,880.6792839862281,1.242762920562849,5.274459266032821,0.009841894192781055,6.370879958397877,43.44159521009652,79,78,79.0,4.962264161638964,1.6517566576415386,0.7536263736263736,0.19111609895926412,0.32857142857142857,1.0142857142857142,87.77463192057557,33.45269380553049,59.15492957746479,182.6086956521739,123.45376607470911,0.22047006620574228,0.19111609895926412,59,0.7662337662337663,0.25359529024924227,1,0,1.0
S2,840,900,60,30,-0.0002712447734639043,0.14202283879814662,-0.2574750107437571,0.7081704522067206,0.9656454629504777,0.029677935213391092,0.1638504186969552,0.1420230978186699,847.163533188482,1.1113790463005309,3.965846124538918,-0.0008205534444360173,6.375091026001174,42.19829132416965,81,80,81.0,5.029194629311934,1.6541538990861613,0.7468214285714285,0.1915171669984235,0.3142857142857143,1.0142857142857142,88.88339020147387,34.573053363483275,59.15492957746479,190.9090909090909,131.7541613316261,0.2409485689206159,0.1915171669984235,60,0.759493670886076,0.2564430527452469,1,0,1.0
S2,870,930,60,30,-0.00042615493216874984,0.14106434985188204,-0.2691732981657467,0.7177982991490165,0.9869715973147632,0.028981724651897738,0.16790355766287374,0.14106499355673036,835.7719611007359,1.1490204004608908,4.148160387763404,0.001197100046698584,6.349357862107093,42.14998506691669,77,76,77.0,5.26685437277376,1.3596869569513919,0.7846616541353383,0.15752147969075933,0.3142857142857143,1.05,81.409307208923,26.150731360693438,57.14285714285714,190.9090909090909,133.76623376623377,0.20886750023175274,0.15752147969075933,54,0.72,0.20075083172547903,1,0,1.0
S2,900,960,60,30,-7.0902348394764875e-06,0.1419913845967246,-0.26792814528669734,0.7177983191861942,0.9857264644728916,0.027968083502887542,0.15803654394323388,0.14199138477374743,846.7852406985886,1.177586769145649,4.285737489219757,-0.0007647857178288905,6.445545488322906,42.149985177188384,74,73,74.0,5.482515730436447,1.0794901241682229,0.8034442270058709,0.1417914922129982,0.32142857142857145,1.05,78.32590694539535,22.14343951096734,57.14285714285714,186.66666666666666,129.52380952380952,0.18040078836979742,0.1417914922129982,52,0.7222222222222222,0.17647957063728095,1,0,1.0
S2,930,990,60,30,0.0005208387411193689,0.14436875071812924,-0.2843215516005002,0.83731194764647,1.12163349924697,0.028789028655541688,0.1418259569200978,0.14436969022931231,875.389513190119,1.1509380045256015,4.2074701420016725,-0.002291623866236114,6.529461378580158,41.607042913545534,76,75,76.0,5.303082426115151,1.3602034377788788,0.7865714285714286,0.17644038903934023,0.3028571428571429,1.0414285714285714,82.86843546961707,30.803395343459986,57.61316872427984,198.1132075471698,140.50003882288996,0.20946297525651025,0.17644038903934023,56,0.7567567567567568,0.22431578700969518,1,0,1.0
S2,960,1020,60,30,-0.00022447080753200922,0.14274773812878128,-0.26977474936889334,0.7491801142916681,1.0189548636605614,0.02718284812577534,0.1308392351711511,0.14274791461883618,855.832619377115,1.2224343401927313,4.615241567100573,-0.00030754199856835625,6.492441170117572,41.653848018322655,72,71,72.0,5.5956659793928445,1.0281407991714915,0.8408249496981892,0.10921567355429541,0.30142857142857143,0.96,74.07872629515872,21.996292053730013,62.5,199.05213270142178,136.55213270142178,0.1281452119092905,0.10921567355429541,29,0.4142857142857143,0.12989109516017328,1,0,1.0
S2,990,1050,60,30,0.00021539606635667923,0.13958580473074375,-0.2592382846750565,0.7491801139512164,1.008418398626273,0.025542372528702353,0.1348099360995472,0.13958597092041422,818.3382176673786,1.3044513843654724,4.904079861464928,0.0014688416597730034,6.300657935301996,41.65384465274725,75,74,75.0,5.365297629223104,1.451561614085959,0.7902316602316601,0.18495330085850614,0.32285714285714284,1.032857142857143,83.33048901950437,33.01079049064694,58.09128630705394,185.8407079646018,127.74942165754786,0.201995427279626,0.18495330085850614,54,0.7397260273972602,0.23404946949896466,1,0,1.0
S2,1020,1080,60,30,0.0001991354343838907,0.13963230558385695,-0.2592382847293546,0.7559749769106573,1.015213261640012,0.02562951837763009,0.14731590210635678,0.13963244758144447,818.8832575385632,1.2459989471435027,4.643248649839111,0.0023130860197053005,6.333100341891001,41.87567906266987,80,79,80.0,5.094558503283388,1.7211363833797213,0.745117540687161,0.2053390448941549,0.32285714285714284,1.0371428571428571,90.20694350720152,36.539480783842436,57.85123966942149,185.8407079646018,127.9894682951803,0.2399439037005877,0.2053390448941549,62,0.7948717948717948,0.2755794001370408,1,0,1.0
S2,1050,1110,60,30,1.1703675003496936e-05,0.14037588326060094,-0.2630438321231165,0.7745633049400144,1.0376071370631308,0.025976369360414732,0.12716160124010095,0.14037588374849103,827.6263270031345,1.2361893949663647,4.770906979651326,-2.6357268642708707e-05,6.398494789539679,43.002304894077625,74,73,74.0,5.3828545633983875,1.4828026989509495,0.8092367906066535,0.17368799403722285,0.33714285714285713,1.0757142857142856,79.54913533994001,26.344302188052627,55.77689243027889,177.96610169491527,122.18920926463637,0.19939307001970275,0.17368799403722285,53,0.7361111111111112,0.21463185566120352,1,0,1.0
S2,1080,1140,60,30,9.843155256417166e-06,0.14244598160721397,-0.28111312170025227,0.7745632977553085,1.0556764194555608,0.028419820676229297,0.14846961463081323,0.14244598194729977,852.2160264630788,1.1531760890648528,4.3522129415326,-0.0008907252815583772,6.467306310614369,43.00230490848882,75,74,75.0,5.340666232548887,1.4602495110730012,0.8009652509652508,0.15916288667826697,0.37714285714285717,1.0757142857142856,79.54408514267668,24.32107045557265,55.77689243027889,159.0909090909091,103.3140166606302,0.18204573213399539,0.15916288667826697,45,0.6164383561643836,0.19871384743153123,1,0,1.0
S2,1110,1170,60,30,-0.0001531615056705981,0.14523396908647107,-0.2847054664699661,0.7505510966549679,1.035256563124934,0.030881595913434284,0.16758696452529992,0.1452340498473304,885.9030278723878,1.0813877552486362,4.054637755603341,-0.0007937653624159398,6.6321746927120095,44.230697457834545,78,77,78.0,5.188365555131627,1.6078328239675816,0.7742115027829313,0.1770608308657498,0.31285714285714283,1.0385714285714285,83.94016959382871,29.29512377719242,57.77166437414031,191.78082191780823,134.00915754366792,0.21046078800286863,0.1770608308657498,56,0.7368421052631579,0.2286982694383876,1,0,1.0
S2,1140,1200,60,30,-7.391841410185767e-05,0.14501652882350216,-0.2642941390359629,0.7619854541785577,1.0262795932145206,0.029674129367163245,0.1396993332888392,0.14501654766249808,883.2515620298822,1.1330052477875228,4.440494611559583,7.115525472945075e-05,6.690133582516232,44.230667554063004,85,84,85.0,4.803675017457594,2.0799050944926107,0.696938775510204,0.2210612646831222,0.31285714285714283,1.07,97.84043344934211,38.587107665225815,56.074766355140184,191.78082191780823,135.70605556266804,0.2870824813860309,0.2210612646831222,75,0.9036144578313253,0.3171889302920348,1,0,1.0
S2,1170,1230,60,30,-4.124526039035488e-05,0.14550379822612483,-0.26335316448090784,0.8853641372468103,1.1487173017277181,0.02704010570082901,0.14292472282609026,0.1455038040719223,889.1969939748147,1.2583506425918904,4.873531191287292,-0.00024531606657554524,6.863925819119713,52.702507777674676,89,88,89.0,4.726078020953941,2.1309319925120085,0.665551948051948,0.2150545117737326,0.31285714285714283,1.07,102.02745050511899,38.42341604932608,56.074766355140184,191.78082191780823,135.70605556266804,0.2894987457822984,0.2150545117737326,76,0.8735632183908046,0.3231220529114086,1,0,1.0
S2,1200,1260,60,30,-3.405663797424011e-05,0.14903031024356206,-0.6516295578688203,0.8853641426064196,1.5369937004752399,0.0263578616375144,0.1458178743900778,0.1490303141348999,932.8214503081717,1.1724649338217827,4.759540823691336,-0.004846054796138835,6.867908469201907,52.70250776881347,81,80,81.0,5.0367883560264115,1.7346519992930338,0.7457678571428572,0.19443251331025596,0.3142857142857143,1.0342857142857143,88.53319249948409,32.59994582475828,58.011049723756905,190.9090909090909,132.898041185334,0.2168025195246342,0.19443251331025596,61,0.7721518987341772,0.2607145259050914,1,0,1.0
S2,1230,1290,60,30,0.00039345309638364563,0.1466277036709311,-0.26335333796339633,0.8118257957926618,1.0751791337560581,0.029171202551604145,0.1487992040888849,0.1466282315556913,902.993208144276,1.1819024720050584,4.526914878687719,-0.0015015740174481,6.680973987746802,47.19231339572963,81,80,81.0,4.991367627884698,1.8636569122438675,0.7386607142857142,0.19937572771922724,0.33285714285714285,1.0342857142857143,89.82698793386984,33.21327747685206,58.011049723756905,180.25751072961373,122.24646100585682,0.24033231750323625,0.19937572771922724,72,0.9113924050632911,0.2699151638408492,1,0,1.0
S2,1260,1320,60,30,-0.00228626999227805,0.15120662209999872,-0.7640907333980677,0.8118277080130061,1.5759184414110736,0.030315161108420856,0.1719840915928213,0.15122390550891554,960.4841230895153,0.7290952129648695,4.429575346984986,0.0005882370794198186,6.655121205263411,47.192315073050246,77,76,77.0,5.0838187106875345,1.376726849643556,0.785281954887218,0.1720909851864117,0.30857142857142855,1.0414285714285714,82.38574143544392,28.897545351689647,57.61316872427984,194.44444444444446,136.83127572016463,0.21790268064274135,0.1720909851864117,65,0.8666666666666667,0.21914547267436874,1,0,1.0
S2,1290,1350,60,30,-8.885487711676827e-05,0.15237864769692555,-0.45372168509065286,1.0098239374898605,1.4635456225805135,0.03215416675590825,0.19107477134806602,0.15237867360340468,975.2089271035836,0.9551808755149425,3.6707880366311434,0.006755613968139334,6.8814577277174225,43.85846672081081,82,81,82.0,4.966135532981375,1.6497467112912698,0.729700176366843,0.1931221924244389,0.30857142857142855,1.0414285714285714,90.95386420939322,34.07292070981772,57.61316872427984,194.44444444444446,136.83127572016463,0.2161151667655985,0.1931221924244389,58,0.725,0.26465964882451987,1,0,1.0
S2,1320,1380,60,30,3.659693191430276e-05,0.1483173716941878,-0.3534662995548824,0.7489746139784802,1.1024409135333626,0.035188999530509094,0.19356629846696866,0.14831737620928737,923.9178515955059,0.8420239129150158,3.1148476006130563,-8.980157024403324e-05,6.898202382233401,43.86093500746615,89,88,89.0,4.762613125673348,1.8932495235103433,0.6725811688311688,0.19282297171472407,0.33285714285714285,0.9457142857142857,99.12615228808714,35.397954417626615,63.4441087613293,180.25751072961373,116.81340196828442,0.2227446455143757,0.19282297171472407,61,0.7011494252873564,0.2866910057113515,1,0,1.0
S2,1350,1410,60,30,0.00010846327675322103,0.14674189057183398,-0.277844118501641,0.7476450579715422,1.0254891764731833,0.035932971889431495,0.18760157623159407,0.14674193065677751,904.3941569408971,0.8484189848590422,3.1439893572378956,0.002177974758421465,6.772909696080598,43.38975177628597,88,87,88.0,4.758349434987004,1.8982464314301586,0.6725123152709359,0.188700379544694,0.32857142857142857,0.9928571428571429,98.60898692805327,34.33535520001482,60.431654676258994,182.6086956521739,122.1770409759149,0.22904891985917955,0.188700379544694,63,0.7325581395348837,0.28059022156147734,1,0,1.0
S2,1380,1440,60,30,4.4387967600426046e-05,0.1424013044582726,-0.30585186333964937,0.7172019066695166,1.023053770009166,0.028903519042348665,0.16768536311061363,0.142401311376368,851.6816062317912,0.9554832156769449,3.262780637335898,-0.0015784973945351982,6.5968796106101,43.295226729695784,91,90,91.0,4.691386357873714,1.8368813942390523,0.6599523809523811,0.18058690535442354,0.30428571428571427,0.9985714285714286,100.05243592649533,34.67320640627398,60.08583690987125,197.1830985915493,137.09726168167805,0.2161516406571343,0.18058690535442354,64,0.7191011235955056,0.273636266140623,1,0,1.0
S2,2280,2340,60,30,-0.000173058866119719,0.12460731661523544,-0.3240366301845773,0.7785004778363337,1.102537108020911,0.0029619289328990904,0.10120705859257484,0.12460743679018789,652.1345587436682,1.6892259182591256,5.711081505192901,0.0004268875624642824,6.167571070667764,41.62566727763476,99,98,99.0,4.677029679812662,2.0514020124226353,0.6024781341107872,0.17926460807784897,0.3,0.9557142857142857,111.72017144155066,41.95146965951867,62.780269058295964,200.0,137.21973094170403,0.21068666352488988,0.17926460807784897,71,0.7319587628865979,0.2975454177145037,2,1,1.0
S2,2310,2370,60,30,2.9812737623960327e-05,0.13340613312273328,-0.8185493515692984,0.7782940088382091,1.5968433604075076,0.004957112544396804,0.10104069777486463,0.1334061364539119,747.4822842295098,1.32011407010523,6.155238889571562,-0.006149725451671858,6.370900123032166,49.309268501797035,96,95,96.0,4.623247155460472,1.9966802489664621,0.6262105263157893,0.18464571335276408,0.30428571428571427,0.9971428571428571,107.45082007806408,40.73655015481736,60.17191977077364,197.1830985915493,137.01117882077568,0.19028670919900184,0.18464571335276408,61,0.648936170212766,0.29486204014981665,2,1,1.0
S2,2340,2400,60,30,-5.320280019526257e-06,0.1309458478579443,-0.38556184144358946,0.7563801830312946,1.1419420244748841,0.004441739893098927,0.10446529882836356,0.13094584796602476,720.1662341807335,1.6191124005131043,5.575701784947045,0.0001289936059917538,6.56892735027093,49.30926850199462,92,91,92.0,4.967347097683651,1.9102903194740835,0.6537048665620094,0.1760130041198259,0.30142857142857143,0.97,101.27667729219402,36.78781235198609,61.855670103092784,199.05213270142178,137.196462598329,0.19240352295698357,0.1760130041198259,61,0.6777777777777778,0.26925454149595135,2,1,1.0
S2,2370,2430,60,30,-0.0017190989246629925,0.13048114317311515,-0.5026838162826397,0.7563394459994924,1.259023262282132,0.0011367614191656545,0.0971045204228638,0.13049246731085956,715.1879290447816,1.7661274239971254,6.585642971566557,-0.00018409922003098875,6.397010411791241,61.059980236401756,92,91,92.0,4.966128175828353,1.917594486725155,0.6516169544740973,0.18557151966807264,0.30142857142857143,0.9442857142857143,102.61675516134072,38.46753918180801,63.54009077155825,199.05213270142178,135.51204192986353,0.21289442519986085,0.18557151966807264,57,0.6333333333333333,0.2847862051377139,2,1,1.0
S2,2400,2460,60,30,6.618521601584263e-05,0.13972071774468187,-0.9140689646787442,0.8245463927422448,1.738615357420989,0.0009775165689079749,0.10478522464515067,0.13972073342053384,819.919100598019,1.3885912559958953,6.65166387750506,-0.0069822236645410525,6.46883140844696,54.98809063271121,100,99,100.0,4.530589477613408,1.9896631564581921,0.6019336219336219,0.21255960039507002,0.3,0.9442857142857143,114.6841639674865,43.72984432059726,63.54009077155825,200.0,136.45990922844175,0.18199207730443287,0.21255960039507002,59,0.6020408163265306,0.35312797399861806,2,1,1.0
S2,2430,2490,60,30,-2.007820859252595e-05,0.13790775406335457,-0.47993622440554334,0.8245459391402509,1.3044821635457942,0.002114320403062142,0.11865213194802102,0.13790775552496365,798.779059425192,1.5890325622539334,5.35615514279089,-0.0011084102403651206,6.6964588602540625,48.96504626512481,101,100,101.0,4.687240623168554,2.0081213469299484,0.5926857142857144,0.19968713079235134,0.3,1.01,115.19634055195255,42.94088295693335,59.40594059405941,200.0,140.59405940594058,0.18591669511413003,0.19968713079235134,62,0.6262626262626263,0.3369190887838554,2,1,1.0
S2,2460,2520,60,30,-0.0021935573616604673,0.13483932564389806,-0.7181441327158399,0.7343960543916653,1.4525401871075052,-0.002537148737379681,0.1148927146569256,0.13485716678767976,763.8311282280031,1.289951411096849,6.0615043486902636,-0.0008728263141820215,6.3629595625720095,51.25562226437631,100,99,100.0,4.589474301020943,1.8947330134022893,0.6027417027417028,0.17344029770908392,0.30142857142857143,0.9957142857142857,110.43923514204822,39.27044469723513,60.25824964131994,199.05213270142178,138.79388306010185,0.17786729981418825,0.17344029770908392,63,0.6428571428571429,0.28775227750154453,2,1,1.0
S2,2490,2550,60,30,0.00018372519437068836,0.12762815435483804,-0.36693370381473833,0.7469388068523536,1.113872510667092,-0.0022213651158779716,0.10169107292773173,0.12762828659419279,684.1371406367152,1.9224353496405542,6.66457460952663,0.0034492720246401373,6.284336591348118,51.35452138886967,103,102,103.0,4.621029969335606,2.142471206707769,0.5867226890756302,0.19905233548571263,0.30142857142857143,0.9828571428571429,116.01039916759949,42.43301516846899,61.04651162790697,199.05213270142178,138.00562107351482,0.20176759816538473,0.19905233548571263,74,0.7326732673267327,0.3392613566714381,2,1,1.0
S2,2520,2580,60,30,-2.6001977858720033e-05,0.12961451149679046,-0.36693370367706757,0.818531795537452,1.1854654992145197,0.0015056990870327622,0.08556860367091429,0.1296145141049199,705.5967351994881,2.219542237981249,8.447316486769754,3.973533745721501e-06,6.414356718891822,44.57455238512363,89,88,89.0,5.191706120781959,2.124946734283425,0.6732467532467532,0.20818454235807862,0.30714285714285716,0.9728571428571429,101.17644155250278,40.40341050179015,61.67400881057269,195.3488372093023,133.67482839872963,0.23869282969573793,0.20818454235807862,55,0.632183908045977,0.3092247253389671,2,1,1.0
S2,2550,2610,60,30,-0.0016388150445623864,0.13165239915576968,-0.5465602020896555,0.8185318259596516,1.365092028049307,-0.0001309923912759317,0.09069220914325744,0.13166259878272335,728.0716765652562,2.106515920777287,8.70822404207736,-0.0013524381920045944,6.3565480307487165,44.57455231289824,84,83,84.0,5.4224866818818835,1.8536741856754713,0.7220481927710843,0.17293432122525235,0.3057142857142857,1.0742857142857143,91.08415122510321,34.53521063450902,55.851063829787236,196.26168224299064,140.4106184132034,0.1829936745296667,0.17293432122525235,37,0.45121951219512196,0.2395052338010336,2,1,1.0
