subject,start_sec,end_sec,window_sec,step_sec,eda_mean,eda_std,eda_min,eda_max,eda_range,eda_median,eda_iqr,eda_rms,eda_energy,eda_skew,eda_kurtosis,eda_slope,eda_derivative_mean,eda_derivative_std,eda_derivative_max,eda_tonic_mean,eda_tonic_std,eda_tonic_slope,eda_phasic_mean,eda_phasic_std,eda_phasic_max,eda_phasic_auc,eda_scr_count,eda_scr_rate_per_min,eda_scr_amplitude_mean,eda_scr_amplitude_std,eda_scr_amplitude_max,eda_scr_prominence_mean,original_label,label,label_purity
S2,600,660,60,30,0.3454735583333334,0.022445003090441548,0.297536,0.389792,0.092256,0.346226,0.028829749999999987,0.3462019030439102,28.765381841093998,-0.10911363826885936,-0.5042081609978677,-0.001165552827523954,-0.0012009162290526313,0.013648208700772721,0.03694702643283243,0.3453444859049666,0.021398359296852854,-0.0011669078169412193,0.0022185909278000246,0.0039415091570958434,0.020740961863686236,0.13311545566800148,4,4.0,0.017079783061851594,0.0035690512718054737,0.020740961863686236,0.017079783061851594,1,0,1.0
S2,630,690,60,30,0.3054906416666667,0.028565328971002543,0.257814,0.364165,0.10635100000000003,0.3020205,0.04997199999999996,0.30682325558068985,22.593722439632,0.1069079507887178,-1.1228042616347942,-0.001560560047786946,-0.0013724831324487127,0.01264065572431011,0.042181502510489244,0.3054421966538497,0.02769356576929471,-0.001560398552456532,0.0020934232777582674,0.0037240932782350135,0.019311350107670988,0.12560539666549606,3,3.0,0.01784812452723224,0.0019145198784698385,0.019311350107670988,0.01784812452723224,1,0,1.0
S2,660,720,60,30,0.26213349583333334,0.02296088714731313,0.2245,0.314193,0.089693,0.259096,0.037159000000000025,0.26313717330775566,16.617881274334998,0.222874652352582,-1.0456826132341768,-0.0012516625346077784,-0.000900685185483836,0.008546681817544234,0.03698973198760114,0.2621092501242765,0.022187876796215228,-0.0012447802669266733,0.001473282562505577,0.0029623331727769704,0.015143618500376377,0.08839695375033463,2,2.0,0.013714667067099576,0.001428951433276801,0.015143618500376377,0.013714667067099576,1,0,1.0
S2,690,750,60,30,0.2272492541666667,0.018896817539105167,0.196311,0.260377,0.06406600000000001,0.228344,0.03587699999999999,0.2280335791773056,12.479835175779,0.024265739596806904,-1.2815897167681571,-0.0010579296898075446,-0.001029339563011517,0.006378239169036776,0.02624896622413664,0.22724917142448825,0.01857658411661446,-0.0010578629762503734,0.0008205418581565205,0.002169114018916849,0.012285715633822775,0.04923251148939123,2,2.0,0.011871582496565475,0.00041413313725729983,0.012285715633822775,0.011871582496565475,1,0,1.0
S2,720,780,60,30,0.19854221666666666,0.015963543051373513,0.173247,0.247564,0.074317,0.1969515,0.024345000000000006,0.19918294732648842,9.521723161359999,0.5922355637650495,-0.19601752884817358,-0.000897688222319621,-0.001136588941793836,0.004069232717769537,0.021134403288049608,0.19856357990217105,0.015918779769322496,-0.0008987985476357702,0.00032933189488527947,0.0006580708573141968,0.0051267418575368096,0.01975991369311677,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0
S2,750,810,60,30,0.1792368875,0.008885279047381898,0.162996,0.197592,0.03459599999999999,0.179653,0.014094999999999996,0.17945698655788664,7.729154405865,0.06828194410799782,-0.9928923688024098,-0.00040930813315991137,-0.0005575638512309104,0.006380714097328878,0.02736265806809335,0.17919801933603566,0.008249024959797839,-0.00041256209357498955,0.0009497353094375001,0.0020035968072956156,0.011069348796835049,0.056984118566250005,1,1.0,0.011069348796835049,0.0,0.011069348796835049,0.011069348796835049,1,0,1.0
S2,780,840,60,30,0.16474717916666665,0.010025890286174056,0.14762,0.192467,0.044847,0.162996,0.015376,0.16505196611795986,6.538116364657,0.45114646442710427,-0.5445117070291996,-0.0004893755421145113,-0.00040746375393246577,0.006388572879092099,0.02736265806809335,0.16472459053959587,0.009434045554278733,-0.00048816664293569297,0.000937957042790919,0.0019972639043872886,0.01121810861861297,0.05627742256745514,1,1.0,0.01121810861861297,0.0,0.01121810861861297,0.01121810861861297,1,0,1.0
S2,810,870,60,30,0.1518911125,0.005832847796446468,0.141213,0.164277,0.023064,0.150183,0.008969000000000005,0.15200306631744034,5.5451837207770005,0.41476349349176356,-1.0313915447535635,-0.00028133497553192016,-0.00032167536021893405,0.004358744418862808,0.03428782582491996,0.15189611557833646,0.005460372715527128,-0.00028168879180939224,0.00046469922536621517,0.0015103518018875193,0.014540374751306845,0.02788195352197291,1,1.0,0.014540374751306845,0.0,0.014540374751306845,0.014540374751306845,1,0,1.0
S2,840,900,60,30,0.14463552916666667,0.004672152586422663,0.127119,0.164277,0.037158,0.145057,0.005124999999999991,0.14471097161968233,5.025903673707001,-0.6845833684344025,5.829519391380881,-0.00018172373531358602,-0.00034311015520395964,0.004534367537818023,0.03428782582491996,0.1446185447784971,0.0041006162636044174,-0.0001834443518318256,0.0005361572234126669,0.0015993780845179172,0.014540374751306845,0.032169433404760014,1,1.0,0.014540374751306845,0.0,0.014540374751306845,0.014540374751306845,1,0,1.0
S2,870,930,60,30,0.13422468750000002,0.008514467655986705,0.120712,0.14762,0.026908,0.130963,0.016658000000000006,0.13449447161105732,4.341303094545,0.02071639083686101,-1.6422708246639923,-0.00046706778777826026,-0.00040744864670906237,0.0029991692384912965,0.010800182527908153,0.13421951759725356,0.008346382646400904,-0.0004669382196774417,0.00041731053110546934,0.0008466091140520234,0.00543798993169603,0.02503863186632816,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0
S2,900,960,60,30,0.12184382083333332,0.005613731580276999,0.110461,0.133525,0.023064,0.121993,0.008969000000000005,0.12197307349378728,3.570583357805,0.07405121770480202,-1.1497622442497037,-0.00030814582396639605,-0.00023589790623571342,0.0032386374529834307,0.012427732178352524,0.12182874484802739,0.0054017568310754036,-0.00030881327055015033,0.00048059939025819887,0.0009105938469353093,0.005324832944854696,0.02883596341549193,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0
S2,930,990,60,30,0.11276237916666668,0.005204153228630569,0.101492,0.125837,0.024345000000000006,0.111743,0.007688,0.1128824050335311,3.058184967877,0.10571837959006819,-0.7515157227981932,-0.0002841118353981118,-0.00025733885963304077,0.002825931928778882,0.012427732176374828,0.11277320054900786,0.004994838828965025,-0.0002851768137951629,0.0004376532561102236,0.0008305773235352244,0.005324655474630471,0.026259195366613416,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0
S2,960,1020,60,30,0.10442305000000002,0.004714557088334669,0.096367,0.114305,0.01793800000000001,0.104055,0.008969000000000005,0.1045294237037671,2.622336100762,0.09059340286206835,-1.2155248826839786,-0.0002598546774930554,-0.00023589682186513775,0.002263659736189927,0.008645961227831012,0.10442686375869818,0.004547308143170468,-0.0002598013804088503,0.0002826533949555412,0.0004608509118031362,0.0027971227310054497,0.016959203697332472,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0
S2,990,1050,60,30,0.09912691250000001,0.004974467504652509,0.091241,0.113024,0.021782999999999997,0.098929,0.006406999999999996,0.09925165040812922,2.3642136260969995,0.8857885401707261,0.446770763352498,-4.447526535217955e-05,0.00012866954594533021,0.002556227173149352,0.013228904035941347,0.09908828603403495,0.004673639504768205,-4.687706270067856e-05,0.0003927459109161504,0.0006967675815701988,0.004066785553989483,0.023564754654969024,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0
S2,1020,1080,60,30,0.10569370833333333,0.009122146269195492,0.091241,0.116868,0.025626999999999997,0.111743,0.01922,0.10608663221070001,2.701049648114,-0.3738964088397643,-1.7138771857099224,0.00044868154671055024,0.00030023328055287966,0.00257573885167373,0.013228904035706368,0.10570893316903787,0.008994261879271957,0.0004489889415496461,0.0003466749695624781,0.0005825182163680979,0.0038567895556990694,0.020800498173748686,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0
S2,1050,1110,60,30,0.11428928333333334,0.0014396483753758144,0.110461,0.118149,0.007688,0.114305,0.002562999999999996,0.1142983502605863,3.13538708935,-0.1513866294674133,-0.144655918750205,4.6247417215164665e-05,8.577173333414044e-05,0.0022021660947551367,0.0063773834871813095,0.11429241333162699,0.0009585417518575633,4.677995469441992e-05,0.00027730139212237426,0.00037540855653343797,0.0015536792690963724,0.016638083527342456,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0
S2,1080,1140,60,30,0.11530908750000002,0.0012120919333300372,0.111743,0.118149,0.006406000000000009,0.115587,0.0012819999999999915,0.11531545788374384,3.191437158465,-0.3249922446737961,0.18304289493556336,1.874662242239289e-05,6.433367284438537e-05,0.0019815868256680544,0.005168631779876642,0.1153070851493523,0.000616977102143015,1.9586570692843367e-05,0.00026316464230495025,0.000363528825638677,0.0015016961990502592,0.015789878538297015,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0
S2,1110,1170,60,30,0.11100060416666667,0.006421889959802797,0.098929,0.118149,0.01922,0.114305,0.012813999999999992,0.11118621675379027,2.966969951045,-0.6973432718452041,-1.3534459694191574,-0.00030997012905807886,-0.00021443972218415698,0.0027132758312122048,0.0057607057319836175,0.1109926046889815,0.0062438981821847685,-0.0003102588285027051,0.0003813955868731296,0.0007442018429955445,0.006024561765119826,0.022883735212387776,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0
S2,1140,1200,60,30,0.10409738333333333,0.006613506994128674,0.092523,0.129681,0.037158,0.101492,0.0051250000000000046,0.10430725617908053,2.611200885986,1.0722980219339646,0.20627860466481174,-0.00015163076708622482,-0.0001930063213758246,0.007399568766771558,0.05792765992548565,0.10406331092758567,0.005762130032304009,-0.00015562703797632053,0.0007009268086866764,0.00198204228674078,0.02000840876207889,0.042055608521200584,1,1.0,0.02000840876207889,0.0,0.02000840876207889,0.02000840876207889,1,0,1.0
S2,1170,1230,60,30,0.10209532916666668,0.007198014336432141,0.091241,0.129681,0.03843999999999999,0.100211,0.0051250000000000046,0.1023487549901683,2.5140642355289997,2.0695892007402703,3.9496239695170683,1.3626165714164174e-06,-6.43310668816585e-05,0.009853657498160783,0.059177814039303445,0.10209020231119556,0.005515221082053824,1.5644675949839717e-06,0.0009661783926122796,0.0025596893667258315,0.020008249646447,0.05797070355673678,2,2.0,0.017482239232270103,0.0025260104141768963,0.020008249646447,0.017482239232270103,1,0,1.0
S2,1200,1260,60,30,0.10042958750000001,0.006198268571464972,0.091241,0.129681,0.03843999999999999,0.098929,0.002562999999999996,0.1006206766957178,2.429884938889,2.9449188745802437,9.23292761645906,-0.00013439388295037732,-0.00012866946077910328,0.0071470427430379855,0.05917781402548733,0.10054383361251085,0.005037061454699417,-0.0001442666855506103,0.000806785326546367,0.002086823947584993,0.01495663292929636,0.048407119592782016,1,1.0,0.01495663292929636,0.0,0.01495663292929636,0.01495663292929636,1,0,1.0
S2,1230,1290,60,30,0.0973169875,0.0021694740289627226,0.092523,0.101492,0.008969000000000005,0.096367,0.003844,0.09734116638728704,2.274072641673,0.19171584034547148,-0.9381505531684473,-5.953272644543856e-05,-2.1440433117341106e-05,0.0025982774893611397,0.00914556450824583,0.09730878570435927,0.0018406742589743381,-5.9938939616348345e-05,0.0003005229300981442,0.00045199712501346105,0.0023344294848625657,0.01803137580588865,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0
S2,1260,1320,60,30,0.09431653333333334,0.005816575177790526,0.075865,0.10918,0.033315,0.095085,0.0051250000000000046,0.09449571951584192,2.143065841636,-1.344200493928327,2.6887460018061953,-0.00014658824622729212,-0.0003645689718039105,0.004538701121040597,0.028169294224921648,0.09436645181539127,0.005203988556242148,-0.00014277812570786215,0.0006059122028461208,0.0013663979170728028,0.009292883807671251,0.03635473217076725,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0
S2,1290,1350,60,30,0.09516543333333335,0.009193115764194907,0.074584,0.10918,0.034596,0.098929,0.011532,0.09560843623328959,2.1938335389540002,-0.9032594106253993,-0.3110667022125111,0.00020177703930605805,0.00017156683275196412,0.006202147801919594,0.03524400696542662,0.0951647058830791,0.008682073059933256,0.00020253943891302494,0.0007758563752190604,0.001619960545821503,0.009292883807671251,0.04655138251314362,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0
S2,1320,1380,60,30,0.10903585833333335,0.014556417014668498,0.074584,0.130963,0.056379,0.104055,0.023064,0.11000321667474851,2.90416984291,-0.4533926432768128,-0.2502626255354765,0.0007554355445580747,0.0007934729420126467,0.004898422590613157,0.03524400696586322,0.1090891580432804,0.014303137393984918,0.0007517093319997887,0.0005231840905898945,0.0011227548460125414,0.0075532701155873044,0.03139104543539367,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0
S2,1350,1410,60,30,0.12103229166666667,0.006401827761657646,0.101492,0.130963,0.029470999999999997,0.121993,0.003844,0.12120148111625946,3.5255517659459996,-1.653195306607009,2.0344784207783624,0.0001304298775287911,0.0002787935435259535,0.00296940196177401,0.011545863746763807,0.12101383395432615,0.006231344824068093,0.00012949728772938755,0.0003857625462512076,0.0006049260534157546,0.0032479999088339123,0.023145752775072456,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0
S2,1380,1440,60,30,0.11980966250000001,0.014011903717265798,0.077147,0.155308,0.07816100000000001,0.121993,0.006406000000000009,0.12062623543054733,3.4921652817949997,-1.1137041162608337,1.3795324369995052,9.634177654472676e-05,0.00032168387544385393,0.011363369203283414,0.07649857594232812,0.11980809643708387,0.012683687273959469,9.5983134583907e-05,0.0013261337366538063,0.002832438375196893,0.01752435184289089,0.07956802419922837,2,2.0,0.014401387592540886,0.0031229642503500035,0.01752435184289089,0.014401387592540886,1,0,1.0
S2,2280,2340,60,30,0.7121424416666665,0.03732589858592285,0.626838,0.769065,0.142227,0.726782,0.06054324999999994,0.7131199618074145,122.04961918277,-0.609663247979514,-0.8620812742767341,-0.002029835094952213,-0.0021015936559455445,0.009963999217438974,0.030500874787588117,0.712093138625473,0.036857073656312155,-0.0020260556315503503,0.00203028331820152,0.003280438552354331,0.01570699067217507,0.1218169990920912,3,3.0,0.014327788861312585,0.0016703281326749166,0.01570699067217507,0.014327788861312585,2,1,1.0
S2,2310,2370,60,30,0.6506010666666666,0.04096541623150625,0.587116,0.73447,0.14735399999999998,0.646058,0.06630899999999995,0.651889494680521,101.990379185958,0.2678862875318838,-0.910091284572955,-0.0020889350829084445,-0.0022731710860073736,0.012335054413341477,0.06007422829639397,0.6505045595034571,0.04003888875618611,-0.0020936181634713677,0.002651798063066043,0.005001024200368885,0.026994132838391915,0.1591078837839626,4,4.0,0.017407097160298313,0.005575003330277038,0.026994132838391915,0.017407097160298313,2,1,1.0
S2,2340,2400,60,30,0.6107142291666666,0.020508702113817834,0.579428,0.66784,0.08841199999999994,0.605055,0.032673749999999946,0.6110584886645706,89.61419437656699,0.7825334978214161,-0.269718354681753,-0.0005153638210036835,-0.0004503457446968122,0.013723546681997786,0.06007422829639131,0.6106088216654678,0.01775087855887334,-0.0005213071825489632,0.0029405626757686085,0.005639950780682199,0.026986621267226507,0.1764337605461165,5,5.0,0.018627924626157855,0.005426633194452707,0.026986621267226507,0.018627924626157855,2,1,1.0
S2,2370,2430,60,30,0.6053753291666666,0.014550974339512435,0.579428,0.64862,0.06919199999999992,0.602492,0.019220000000000015,0.6055501796035397,88.005844804291,0.7398107372656603,0.25767779513602074,2.3562841589143663e-06,-0.00021444539850482897,0.010703946161058558,0.04815210543308135,0.605538254056429,0.012282151710517095,-3.1692314995468526e-06,0.002230056157684811,0.004348422064651969,0.022435459423177595,0.13380336946108867,3,3.0,0.01837515740791107,0.0030238762127168233,0.022435459423177595,0.01837515740791107,2,1,1.0
S2,2400,2460,60,30,0.5937686875000001,0.020205264494841696,0.546114,0.64862,0.10250599999999999,0.593523,0.023063999999999973,0.5941123689747414,84.71268167250702,0.18089351876051687,0.028132961236165155,-0.0010195048301886306,-0.0006862346840174947,0.011765220538860026,0.04785435428153839,0.5938132617217244,0.019464282923075605,-0.0010307330179031248,0.0019828443468213166,0.0030353497065528736,0.01518289716921406,0.11897066080927898,1,1.0,0.01518289716921406,0.0,0.01518289716921406,0.01518289716921406,2,1,1.0
S2,2430,2490,60,30,0.614787925,0.04897489169567104,0.546114,0.722938,0.17682399999999998,0.593523,0.09385749999999993,0.6167355452237274,91.28705585817801,0.3999166505744259,-1.3947463616761753,0.00206895160643989,0.0012009087745269223,0.022437693508454808,0.1124805531937576,0.6147696472549815,0.0466370611542078,0.0020653722073031983,0.004544956548253844,0.008712175699901932,0.04978358040174846,0.27269739289523065,6,6.0,0.025885738586814793,0.013278596662131237,0.04978358040174846,0.025885738586814793,2,1,1.0
S2,2460,2520,60,30,0.6764626625000001,0.04689767292821603,0.552521,0.757534,0.205013,0.678091,0.052535,0.6780863702233447,110.35227011584101,-1.0113353801095615,0.9909824473555973,0.002129121340658164,0.0028521672228780806,0.023877804892901998,0.11248055318235739,0.6768965298782553,0.04346100702115779,0.0021092435934381986,0.005664537637306734,0.009353844649675785,0.04978360195926168,0.33987225823840406,9,9.0,0.022825369922030707,0.011896176717548897,0.04978360195926168,0.022825369922030707,2,1,1.0
S2,2490,2550,60,30,0.7251426083333334,0.03618373496436759,0.643495,0.831851,0.18835599999999997,0.726782,0.0361982500000001,0.7260448092896483,126.51385562314601,-0.16902773471852997,0.27498893637267674,0.0016411636033380333,0.0015440346402082834,0.018040870973552895,0.06376882334802492,0.7251600634510582,0.03393199852852064,0.0016270258574822558,0.004021265707898255,0.0060876658645835705,0.03691860770524713,0.24127594247389533,8,8.0,0.01753758624641842,0.008038604050709781,0.03691860770524713,0.01753758624641842,2,1,1.0
S2,2520,2580,60,30,0.809875975,0.0782469279989064,0.71525,0.995861,0.28061099999999994,0.7876445000000001,0.13998524999999995,0.8136471450349142,158.885202389632,0.4653381352406064,-1.1567087789871806,0.003888031582468534,0.0030451689529134547,0.031006113841063682,0.1558814931116137,0.8101971520441358,0.07491618023241951,0.003912520256531848,0.006997373316773139,0.01333915949016659,0.06775252381236563,0.41984239900638837,7,7.0,0.03639036067354825,0.018707666405711094,0.06775252381236563,0.03639036067354825,2,1,1.0
S2,2550,2610,60,30,0.91278005,0.06510164441431185,0.721656,1.058715,0.3370590000000001,0.921544,0.07470624999999997,0.9150987071258762,200.97735450802801,-0.8244283832991446,1.0730345632716487,0.002577799912920855,0.0028533215744549678,0.035091495676162245,0.15588136339928882,0.912902453606809,0.06022418875582996,0.0025674466005891016,0.007784515572077546,0.014467291047753385,0.06678387035818056,0.46707093432465274,9,9.0,0.035449897847676035,0.018447143173922844,0.06678387035818056,0.035449897847676035,2,1,1.0
S2,2580,2640,60,30,0.9784827708333333,0.060514010066071884,0.897268,1.159941,0.26267300000000016,0.9677065,0.08104425000000004,0.9803522215163049,230.661714775669,0.9500165425922066,0.6942963269811271,0.001718618919918661,0.002381536254540456,0.0321919541949986,0.1327986961803722,0.978730073150732,0.056404360674504765,0.0017245316444521822,0.006011205469234088,0.010711199788097089,0.05102010579078042,0.36067232815404526,8,8.0,0.03037184703637448,0.015423395655737424,0.05102010579078042,0.02833063408154378,2,1,1.0
S2,2610,2670,60,30,1.0285987708333333,0.06259384469193689,0.897268,1.159941,0.26267300000000016,1.0247600000000001,0.07079325000000003,1.0305015384525937,254.864020980759,-0.16736488707606423,-0.16533301922826915,0.0018096747337589105,0.002165928333336553,0.03150423070096017,0.1327986961803722,1.0282704734976327,0.05617208240493054,0.0017516459395610865,0.007391242819216695,0.012352460128211664,0.05618442542460844,0.44347456915300165,10,10.0,0.027982942530619847,0.015909766467612853,0.05618442542460844,0.026349972166755265,2,1,1.0
S2,2640,2700,60,30,1.0239272666666668,0.048565110875200886,0.94724,1.152253,0.205013,1.011306,0.06662900000000005,1.0250783469656315,252.18854818027,0.5271646141471478,-0.301695462003464,-0.0014848657127796408,-0.0011151337440789984,0.026244303710571626,0.11095486443260416,1.0237308642374356,0.043377342089284954,-0.0014828149483215789,0.006074240578022744,0.01137063037149488,0.06411985520099917,0.3644544346813646,8,8.0,0.026460629456430323,0.0182198901248272,0.06411985520099917,0.026460629456430323,2,1,1.0
S2,2670,2730,60,30,1.0100835875,0.03350053586089846,0.94724,1.102281,0.1550410000000001,1.010025,0.03876025000000005,1.010638975915652,245.133873513561,0.15221787765039607,-0.16928170116972474,0.000989425394284703,-0.0001715652755965732,0.021639712014376977,0.10689996918489886,1.0101119451964335,0.029537026447627283,0.0009881556977199433,0.00412812972007591,0.009289228911466609,0.06411985520482233,0.2476877832045546,6,6.0,0.024195238471389897,0.01870746536398854,0.06411985520482233,0.024195238471389897,2,1,1.0
S2,2700,2760,60,30,1.0258172541666668,0.02066152728296158,0.981836,1.107406,0.12556999999999985,1.022838,0.020821250000000013,1.0260253104362018,252.654705037369,0.7125287969109944,0.9065471797223252,0.0001205895487108422,0.0019514836678843793,0.01762589560637888,0.07686237947400176,1.02588193531211,0.017208897056329296,0.00013919324838794936,0.003606063294355899,0.005930910333024279,0.035640073754409585,0.21636379766135394,6,6.0,0.0170414396383554,0.005723718745145315,0.02751600198541082,0.0170414396383554,2,1,1.0
S2,2730,2790,60,30,1.0546098083333333,0.04011737659632789,0.997212,1.183004,0.18579199999999996,1.0452615,0.05637900000000018,1.055372565371036,267.314700417082,1.0399105224382117,0.6854161480841912,0.0015276536955411866,0.0012437977732084268,0.021472256972691506,0.1043622623740168,1.0547884106782102,0.036177524790214695,0.0015172056378282067,0.005146666503727133,0.009281431755186684,0.048335855504526126,0.308799990223628,7,7.0,0.02616228533161908,0.012869360919227248,0.048335855504526126,0.02616228533161908,2,1,1.0
S2,2760,2820,60,30,1.0856446791666667,0.030799324350428526,1.035651,1.183004,0.14735299999999985,1.077935,0.033635250000000116,1.0860814738238276,283.097512268001,1.04597634476107,0.7034843208861261,1.6886133586841293e-05,0.0008149131206438369,0.02178141338681982,0.1043622623740168,1.0858632526769294,0.026283281263901604,2.3005181607485195e-05,0.0042921319089351435,0.008118088956738358,0.04833585550452679,0.2575279145361086,5,5.0,0.024656027951716508,0.012952853969188867,0.04833585550452679,0.024656027951716508,2,1,1.0
