subject,start_sec,end_sec,window_sec,step_sec,bvp_mean,bvp_std,bvp_min,bvp_max,bvp_range,bvp_median,bvp_iqr,bvp_rms,bvp_energy,bvp_skew,bvp_kurtosis,bvp_peak_count,bvp_valid_ibi_count,bvp_peak_prominence_mean,bvp_peak_prominence_std,bvp_ibi_mean,bvp_ibi_std,bvp_ibi_min,bvp_ibi_max,bvp_hr_mean,bvp_hr_std,bvp_hr_min,bvp_hr_max,bvp_rmssd,bvp_sdnn,original_label,label,label_purity
S2,1020,1080,60,30,0.03411197916666663,23.42825798766137,-230.28,181.44,411.72,2.5599999999999996,22.935,23.42828282148612,2107716.2341,-0.7976149550211709,24.78914328252301,73,71,2.0902225849823415,1.5280393202658364,0.8268045774647887,0.1578863801508712,0.34375,1.296875,76.35957523239236,21.376067321979303,46.265060240963855,174.54545454545453,0.23158307335829065,0.1578863801508712,1,0,1.0
S2,1050,1110,60,30,-0.051098958333333354,19.626275965436164,-78.59,87.06,165.65,4.15,28.612499999999997,19.626342485929467,1479142.3464000002,-0.3927675240960383,0.3528570260740804,69,68,2.890372400587557,0.9000931019497532,0.8671875,0.1261009649240616,0.453125,1.203125,70.88107960040688,12.297617048094281,49.87012987012987,132.41379310344828,0.19869964101985166,0.1261009649240616,1,0,1.0
S2,1080,1140,60,30,0.020757812499999993,21.78102319522498,-60.03,36.42,96.45,7.08,36.8475,21.781033086557404,1821747.4649,-0.5467932181021143,-0.9558938602854159,70,69,3.0084248495239065,0.4934928365137851,0.8541666666666666,0.09332128221887999,0.5625,1.203125,71.1139486589619,8.269947891142072,49.87012987012987,106.66666666666667,0.11908693492509134,0.09332128221887999,1,0,1.0
S2,1110,1170,60,30,0.06995572916666673,25.544831149600142,-171.28,101.42,272.7,5.42,37.067499999999995,25.544926937958248,2505766.2422999996,-0.9497228805112655,4.544026909529246,72,71,2.7031724315944134,0.855377492361391,0.8386883802816901,0.12113792350502343,0.421875,1.25,73.53860723310648,14.800494802755912,48.0,142.22222222222223,0.1599233389169859,0.12113792350502343,1,0,1.0
S2,1140,1200,60,30,-0.3320364583333333,35.414638350527746,-225.29,212.29,437.58,4.0649999999999995,34.832499999999996,35.41619485077884,4816538.3336,-0.6637638743927722,7.533634958114261,73,72,2.2321819871708826,1.640102172545281,0.8211805555555556,0.19104520385775842,0.359375,1.265625,78.68329121128632,25.680138045783025,47.407407407407405,166.95652173913044,0.23669625163270294,0.19104520385775842,1,0,1.0
S2,1170,1230,60,30,-0.06193489583333325,47.42619712545188,-261.35,444.13,705.48,2.665,32.957499999999996,47.42623756649416,8637112.3573,0.8646715918596669,12.900302629954504,80,75,1.9059481990701301,2.023316395160812,0.7691666666666667,0.20845683839160142,0.359375,1.265625,85.72877588360667,29.889892520802146,47.407407407407405,166.95652173913044,0.2175855833096237,0.20845683839160142,1,0,1.0
S2,1200,1260,60,30,0.33202604166666677,40.110104195219996,-261.35,444.13,705.48,2.285,30.1425,40.1114784051118,6178293.8874,1.6527977839799193,22.849008604611253,80,75,1.9338768012785152,2.1313106096351144,0.7641666666666667,0.20104177461137,0.34375,1.21875,85.99160208216558,29.65822115046603,49.23076923076923,174.54545454545453,0.2103854450121799,0.20104177461137,1,0,1.0
S2,1230,1290,60,30,0.0329713541666667,17.813341100001782,-65.1,62.53,127.63,3.355,26.6075,17.8133716139087,1218494.2396999998,-0.3289729717682062,0.024242003494372888,78,76,2.6987911425264497,1.0669064985763335,0.7826891447368421,0.17281028478810176,0.34375,1.03125,82.78352557618686,28.57145148646152,58.18181818181818,174.54545454545453,0.18808935155044443,0.17281028478810176,1,0,1.0
S2,1260,1320,60,30,0.30294531250000006,45.31193627577075,-210.62,327.42,538.04,3.95,29.935000000000002,45.31294897622395,7884531.2445,0.7933928736947886,12.316317440703859,75,74,1.7544369070769994,1.902840671638257,0.801097972972973,0.14745736367038742,0.34375,1.125,78.86468790998255,22.568078187962453,53.333333333333336,174.54545454545453,0.17936848169627628,0.14745736367038742,1,0,1.0
S2,1290,1350,60,30,-0.07365624999999962,58.37835233608075,-404.55,327.42,731.97,4.16,38.730000000000004,58.37839880228602,13086863.7954,-0.254177432037401,8.866472577908008,79,78,1.7963243479790674,1.9025252049411399,0.7568108974358975,0.19140873957678653,0.34375,1.171875,86.81801143202361,31.201663532437895,51.2,174.54545454545453,0.22748949686758055,0.19140873957678653,1,0,1.0
S2,1320,1380,60,30,-0.28816927083333294,42.85295623927602,-404.55,259.43,663.98,7.08,43.515,42.85392514080779,7052002.175899999,-1.6753336198610298,18.8339625240552,77,76,2.0176061863182753,1.313176412956713,0.7802220394736842,0.11641288743649077,0.375,1.078125,79.1344390191452,15.76267443483165,55.65217391304348,160.0,0.15089792010384592,0.11641288743649077,1,0,1.0
S2,1350,1410,60,30,-0.11722395833333325,43.575724515298376,-306.06,233.82,539.88,9.98,53.585,43.57588218831127,7291612.8326,-1.231709734144166,9.303094210635205,77,76,2.4431421277760323,1.4793190954164455,0.7793996710526315,0.12248096827814646,0.34375,1.03125,80.10640449266543,20.74604509496432,58.18181818181818,174.54545454545453,0.11196341943539714,0.12248096827814646,1,0,1.0
S2,1380,1440,60,30,0.8342109374999993,136.88754697953826,-668.24,464.19,1132.43,11.190000000000001,98.935,136.89008885220122,71957362.2757,-0.5668236208655859,3.2771722931037948,85,81,2.0390648703568113,1.8025511651748816,0.7216435185185185,0.209546685286291,0.34375,1.234375,92.19363435150055,33.04922096282408,48.607594936708864,174.54545454545453,0.2871186754446017,0.209546685286291,1,0,1.0
S2,2280,2340,60,30,0.34930989583333333,126.61448927160008,-762.88,450.12,1213.0,6.279999999999999,102.4175,126.61497111681327,61560387.4979,-0.9646791559264749,5.156393859009313,71,65,2.3023453584749194,1.8375664338948643,0.7771634615384615,0.2729308757612209,0.359375,1.390625,87.8567024726024,32.31535760006036,43.146067415730336,166.95652173913044,0.34295006355699953,0.2729308757612209,2,1,1.0
S2,2310,2370,60,30,-0.20361197916666657,92.75961760137093,-762.88,306.62,1069.5,6.095,69.3925,92.75984107031783,33040850.3631,-2.279443712255075,13.773187064973524,77,71,1.9871401845196848,1.9458954666466863,0.7048855633802817,0.23813084097534756,0.359375,1.5,94.73608069751477,31.215319798161577,40.0,166.95652173913044,0.3154381961341352,0.23813084097534756,2,1,1.0
S2,2340,2400,60,30,-0.5170781249999998,82.61098874332728,-731.27,306.62,1037.8899999999999,-0.92,68.0275,82.61260697337605,26207396.470799997,-1.3275229455715896,10.584850554825259,79,72,2.1018382584470117,1.60629189137473,0.6838107638888888,0.240395660001757,0.34375,1.34375,98.8294338214852,34.127239126675924,44.651162790697676,174.54545454545453,0.28764492290415145,0.240395660001757,2,1,1.0
S2,2370,2430,60,30,-0.5074531250000001,66.16150754477079,-464.57,299.26,763.8299999999999,0.0,46.595,66.16345357726449,16809993.9428,-0.5000972348798075,6.230489609731887,81,77,2.057376575199088,1.8231301859121356,0.7199675324675324,0.2592124431169124,0.34375,1.484375,95.09003398526549,35.306324987171536,40.421052631578945,174.54545454545453,0.3102613068627543,0.2592124431169124,2,1,1.0
S2,2400,2460,60,30,-0.0646536458333333,78.95014320221891,-464.57,358.01,822.5799999999999,0.31,52.6275,78.95016967521217,23935216.4803,0.06626234495388636,4.264275003024028,82,73,2.280420337351103,1.9964538527781441,0.6924229452054794,0.2548606661959825,0.34375,1.5,98.64431793571661,34.78451881835479,40.0,174.54545454545453,0.3149911556987002,0.2548606661959825,2,1,1.0
S2,2430,2490,60,30,0.723104166666667,91.27133438156382,-545.31,358.01,903.3199999999999,-2.49,83.3625,91.2741987608058,31990960.740199998,-0.04877743947147621,2.9658446683845137,83,80,2.3021585666637567,1.7787952307519765,0.6947265625,0.2766876454806414,0.34375,1.453125,99.50016552272227,35.271810098694445,41.29032258064516,174.54545454545453,0.38005883642611127,0.2766876454806414,2,1,1.0
S2,2460,2520,60,30,0.03970052083333352,96.50701871139402,-545.31,314.1,859.41,-0.745,81.28999999999999,96.50702687728344,35764247.9489,-0.5770573557148296,4.278096913560655,83,78,2.086095853487349,1.8510670436010894,0.6901041666666666,0.22748164938728443,0.359375,1.359375,96.88790002127757,31.727140098616033,44.13793103448276,166.95652173913044,0.3442799560078487,0.22748164938728443,2,1,1.0
S2,2490,2550,60,30,-0.32148177083333335,97.70403297964033,-649.86,575.34,1225.2,1.255,58.9675,97.70456187412964,36657336.618300006,-0.5786796014681987,8.072825898676175,80,74,2.0780513742181803,2.0756677193348736,0.7037584459459459,0.24950382546886618,0.34375,1.5,96.39542554067953,33.807263426173435,40.0,174.54545454545453,0.33000521315672643,0.24950382546886618,2,1,1.0
S2,2520,2580,60,30,0.10650520833333328,82.0890752366178,-649.86,575.34,1225.2,1.47,31.759999999999998,82.0891443283611,25876330.0476,-1.4416774022167034,19.217780370368075,67,61,1.8891491591990808,2.4222629311445174,0.7610143442622951,0.29401453392127924,0.34375,1.5,91.01439458790804,34.45614902421715,40.0,174.54545454545453,0.35322523466798067,0.29401453392127924,2,1,1.0
S2,2550,2610,60,30,-0.14405989583333334,57.046079274342226,-579.93,332.32,912.25,0.76,26.3275,57.04626117308763,12496419.509100001,-3.0416101663358512,34.210196977512936,61,52,1.7498307486918585,2.1643205149288467,0.7908653846153846,0.2660515848872281,0.40625,1.453125,84.35202215579108,27.170566738875376,41.29032258064516,147.69230769230768,0.33890440596841453,0.2660515848872281,2,1,1.0
S2,2580,2640,60,30,-0.12838802083333317,32.56757472980958,-260.26,96.8,357.06,0.63,24.21,32.567827794706005,4072947.4839,-1.8667415260258102,11.940947506419967,73,70,1.9794795851365945,1.7688720434143552,0.7888392857142857,0.2799043061467433,0.34375,1.453125,86.02732613429156,30.253739967318158,41.29032258064516,174.54545454545453,0.3746696159352563,0.2799043061467433,2,1,1.0
S2,2610,2670,60,30,0.23034635416666718,49.90687288339984,-342.26,222.31,564.5699999999999,1.685,25.354999999999997,49.90740446509624,9564476.2385,-1.3846949169676397,8.98335433730527,65,60,1.8284208959347823,1.9686574045587988,0.8505208333333333,0.31320709932243274,0.390625,1.453125,81.4507597596929,31.66321731199406,41.29032258064516,153.6,0.4399193472041114,0.31320709932243274,2,1,1.0
S2,2640,2700,60,30,0.04995312500000022,52.932383108152415,-342.26,222.31,564.5699999999999,1.83,31.314999999999998,52.93240667892323,10759064.359000001,-0.9373865855658179,6.7775547750832335,72,67,1.8851435176271218,1.9817598099162324,0.753964552238806,0.2696393768836766,0.359375,1.421875,90.79742418392162,33.85542215448241,42.1978021978022,166.95652173913044,0.3694847744894848,0.2696393768836766,2,1,1.0
S2,2670,2730,60,30,-0.11858854166666676,37.41490944932963,-201.46,208.57,410.03,1.03,32.8,37.41509738519666,5375575.727399999,-0.057167278599577924,4.694651267966515,76,74,2.0539940128433734,1.8701706157221205,0.7732263513513513,0.21314679554447108,0.40625,1.234375,83.96097564983002,24.129394411658968,48.607594936708864,147.69230769230768,0.2801180608182474,0.21314679554447108,2,1,1.0
S2,2700,2760,60,30,0.15459635416666673,25.925493252973737,-151.26,139.7,290.96,1.13,19.415,25.925954185771218,2581075.5856999997,-0.18163021858650658,5.511695609221727,70,67,1.9758599135338406,1.9475597457339253,0.8101679104477612,0.24544375605103452,0.375,1.484375,81.82414303945122,27.51814323077662,40.421052631578945,160.0,0.3634740293726762,0.24544375605103452,2,1,1.0
S2,2730,2790,60,30,0.029765625000000084,33.08568420589412,-205.11,100.56,305.67,0.87,20.252499999999998,33.085697595253805,4203507.399800001,-0.9630757264866211,5.327401776197915,73,69,1.9582860210329263,2.1172746575446215,0.7733242753623188,0.2571253494770164,0.34375,1.484375,87.51629616843736,32.314898797155465,40.421052631578945,174.54545454545453,0.3679201077035251,0.2571253494770164,2,1,1.0
S2,2760,2820,60,30,-0.14879947916666653,43.826476541980774,-205.11,149.47,354.58000000000004,0.665,38.39,43.8267291429533,7375803.5995000005,-0.5262732318510377,2.004342639026847,67,63,2.282580544451085,1.8108088464859442,0.841765873015873,0.29794335835478847,0.34375,1.421875,82.90001675462871,35.89644662429174,42.1978021978022,174.54545454545453,0.43915746662666644,0.29794335835478847,2,1,1.0
S2,2790,2850,60,30,-0.05087239583333325,43.89338732934762,-167.49,172.07,339.56,0.945,33.165,43.89341680986787,7398267.0307,-0.09261802001991173,2.565195025146674,63,55,2.1580934511904672,1.8699674012351686,0.8485795454545455,0.2572436514850053,0.375,1.421875,77.84738290424654,25.467399820912465,42.1978021978022,160.0,0.3621508635562492,0.2572436514850053,2,1,1.0
S2,2820,2880,60,30,-0.019104166666666523,38.543751473293085,-167.49,172.07,339.56,0.59,21.79,38.543756207772056,5704785.1876,0.0701002056925577,3.8873652829867904,60,51,1.951007979043557,1.9565002551346649,0.8501838235294118,0.20417518092431963,0.515625,1.359375,74.69241290365626,17.83060012783582,44.13793103448276,116.36363636363636,0.296875,0.20417518092431963,2,1,1.0
S2,4770,4830,60,30,-0.1300494791666669,30.26793212678935,-126.1,252.96,379.06,2.72,29.630000000000003,30.268211511401834,3518072.1719000004,0.8784364572430107,10.6929365668164,73,72,2.0461412921766753,1.4808049147013378,0.8285590277777778,0.19612629457939512,0.34375,1.1875,78.60055974244531,27.44542004433048,50.526315789473685,174.54545454545453,0.20537251987306893,0.19612629457939512,3,0,1.0
S2,4800,4860,60,30,-0.05896354166666685,28.7871751577186,-115.07,133.41,248.48,2.9,30.192500000000003,28.78723554390759,3182226.9321999997,0.13156551050860532,3.5039422891742102,73,71,1.9987877149997701,1.706557502469137,0.8147007042253521,0.2208509485965205,0.34375,1.25,80.70180933505983,27.5516495219796,48.0,174.54545454545453,0.2774859733424119,0.2208509485965205,3,0,1.0
S2,4830,4890,60,30,0.06746614583333349,55.383872937185345,-557.03,274.22,831.25,2.41,42.977500000000006,55.383914029284036,11778731.263500001,-1.5143698553844327,19.36062079570612,76,71,1.9184736343828506,1.6854709121354619,0.7528609154929577,0.2388914866780741,0.34375,1.203125,89.71938109931821,33.44991907545773,49.87012987012987,174.54545454545453,0.28439462255690723,0.2388914866780741,3,0,1.0
S2,4860,4920,60,30,0.026046875000000285,53.41512126922615,-557.03,274.22,831.25,1.0550000000000002,37.0775,53.41512761985909,10956195.297200002,-1.7463922807526584,22.68022467237042,79,75,1.8948623796494233,1.7196988547081953,0.7320833333333333,0.23785189573672846,0.34375,1.25,92.21494384924031,33.575432895112,48.0,174.54545454545453,0.27677440251981883,0.23785189573672846,3,0,1.0
S2,4890,4950,60,30,0.007710937499999989,25.53035339092276,-143.47,103.2,246.67000000000002,0.425,23.665,25.530354555390694,2502908.1743,-0.6404519960286436,5.386409512600956,79,77,2.157808762363294,2.0220970492772263,0.757711038961039,0.23741432174649685,0.34375,1.390625,88.37987063251718,31.13668868152814,43.146067415730336,174.54545454545453,0.2856978791767948,0.23741432174649685,3,0,1.0
S2,4920,4980,60,30,0.05266927083333336,24.53719791342731,-143.21,116.77,259.98,0.9,25.5375,24.53725444084549,2311975.1251000003,-0.26179616853770743,5.090124778971406,75,73,2.1455804985998,1.8542155004249894,0.8020119863013698,0.23877931951183304,0.34375,1.390625,83.96884569082182,32.61678595488485,43.146067415730336,174.54545454545453,0.2786275792307468,0.23877931951183304,3,0,1.0
S2,4950,5010,60,30,-0.07637239583333323,19.998294361954045,-108.56,116.77,225.32999999999998,0.895,26.2275,19.99844019243022,1535760.4229000001,0.21470615336931245,4.5615041835482275,69,68,2.360527397223383,1.3708177972902222,0.8625919117647058,0.19085085657821732,0.359375,1.265625,74.39097284143176,23.165794752923055,47.407407407407405,166.95652173913044,0.2659608828969841,0.19085085657821732,3,0,1.0
S2,4980,5040,60,30,-0.059830729166666624,56.73144428143713,-640.66,408.55,1049.21,1.975,27.8675,56.73147583109361,12358887.7439,-2.1725751925405836,37.18630947716484,70,65,1.4920851025264703,2.0736061963544046,0.8326923076923077,0.17122304402799587,0.390625,1.1875,76.14225509517232,20.85693100869737,50.526315789473685,153.6,0.19074743122656004,0.17122304402799587,3,0,1.0
S2,5010,5070,60,30,0.0909427083333334,66.71866320678858,-640.66,408.55,1049.21,6.54,47.425,66.71872518773934,17093331.036199998,-1.8692365905251251,21.84245684567211,74,69,1.8871862008129872,2.0445614172231323,0.7941576086956522,0.21186359910347685,0.375,1.1875,82.81147033088894,28.332483690988226,50.526315789473685,160.0,0.14193375872500813,0.21186359910347685,3,0,1.0
S2,5040,5100,60,30,-0.014549479166666846,62.46607927636898,-484.97,274.9,759.87,8.205,58.64,62.466080970787324,14983723.2839,-1.4676428491497011,12.225779478963378,76,75,2.1030803554886184,1.7321827679905049,0.7708333333333334,0.24309920243024702,0.34375,1.1875,88.0221863986509,33.75266978464767,50.526315789473685,174.54545454545453,0.2569247872117126,0.24309920243024702,3,0,1.0
S2,5070,5130,60,30,-0.06661979166666682,53.61919132906169,-471.2,274.9,746.0999999999999,5.465,48.0175,53.61923271531557,11040084.929200001,-1.3199461814781708,15.939735680811939,72,71,1.99290170420494,1.6268249253501121,0.8268045774647887,0.2434742831486542,0.34375,1.328125,81.05171538765774,30.911799367465576,45.1764705882353,174.54545454545453,0.32080482634639845,0.2434742831486542,3,0,0.9257857142857143
S3,360,420,60,30,-0.3204010416666667,24.16028935170098,-163.71,132.66,296.37,4.46,24.2725,24.162413753294945,2241877.3954000003,-0.5744220795873523,7.4177940672693055,64,63,2.451601691841074,1.7072972458793345,0.9370039682539683,0.2783270769972058,0.34375,1.4375,73.34967657661566,32.94167316111157,41.73913043478261,174.54545454545453,0.2153666199715821,0.2783270769972058,1,0,1.0
S3,390,450,60,30,0.15948697916666665,36.42203131808779,-283.57,178.35,461.91999999999996,3.8,30.0125,36.42238050199755,5094104.837499999,-0.47243333119621683,7.326007784218193,67,66,2.387574096238744,1.8774347575203136,0.8832859848484849,0.2854046525605298,0.34375,1.421875,78.41055222728023,34.68166538683702,42.1978021978022,174.54545454545453,0.30686628532197485,0.2854046525605298,1,0,1.0
